fid,id,Trial,Row,Column,MasonPlot#,layer,path,716ExG_mean,716ExG_variance,716ExR_mean,716ExR_variance,716gNDVI_mean,716gNDVI_variance,716NDVI_mean,716NDVI_variance,716THRESH_mean,716THRESH_variance,716HA_mean,716HA_variance,716PLT_,,,,,717NDRE_mean,717NDRE_variance
1073,117,2511,6,2,25110602,602,7/16/2025,47,39.66708464,547.3459208,-554.1922368,7227484.14,0.338609501,0.043994492,0.15940362,0.023617639,-0.021162509,0.001954467,0.63080278,0.232890633,0.954341645,113,,,,
1074,118,2511,6,3,25110603,603,7/16/2025,47,56.69388701,1697.691849,-1288.559369,16293878.26,0.309555747,0.064823779,0.10182752,0.027682372,-0.060987556,0.001959625,0.580243211,0.243561027,0.664157477,38,,,,
1075,119,2511,7,1,25110701,701,7/16/2025,47,56.13271344,1272.741229,-1144.02994,14219792.08,0.360718526,0.062390741,0.163906586,0.030048596,-0.039950705,0.002145795,0.640116707,0.230367308,0.582104515,36,,,,
1076,120,2511,7,2,25110702,702,7/16/2025,47,40.56001745,564.8702086,-134.961974,8545382.189,0.348518477,0.051968545,0.182121893,0.028759122,-0.014714728,0.002158957,0.649818707,0.227554355,0.7237847,57,,,,
1077,121,2511,7,3,25110703,703,7/16/2025,47,36.59178276,595.234242,463.6383162,9524557.145,0.272260853,0.053276095,0.116625249,0.027874265,-0.033242375,0.001995059,0.538945991,0.24848321,0.892538184,78,,,,
1078,122,2511,8,1,25110801,801,7/16/2025,47,42.63339423,487.5570144,-730.8654575,5895459.554,0.398025928,0.036863306,0.222488431,0.019700708,-0.008593708,0.001658554,0.720506039,0.201377087,0.88554711,65,,,,
1079,123,2511,8,2,25110802,802,7/16/2025,47,26.6401636,686.704301,1767.58966,13270557.02,0.150798464,0.059036448,0.02010066,0.029726403,-0.069560356,0.002381485,0.345548739,0.226144808,0.86226759,87,,,,
1080,124,2511,8,3,25110803,803,7/16/2025,47,56.58910905,1280.617356,-1308.032254,15783953.28,0.376191408,0.064604122,0.174897966,0.029615986,-0.039705341,0.002068126,0.677223297,0.218591903,0.320209256,11,,,,
1081,125,2511,9,1,25110901,901,7/16/2025,47,0.05298302,3.636286855,5639.717168,1506490.213,-0.154840927,0.001303714,-0.217433603,0.001450817,-0.143395803,0.000388006,0,0,0,0,,,,
1082,126,2511,9,2,25110902,902,7/16/2025,47,47.01921504,452.9940434,-1214.699978,5466717.686,0.453517002,0.03331799,0.266881108,0.020169195,0.002778928,0.001815085,0.823303352,0.145474942,0.94348048,142,,,,
1083,127,2511,9,3,25110903,903,7/16/2025,47,58.7113062,495.1761504,-1710.004972,4665313.205,0.499883134,0.027311304,0.298788761,0.016800421,0.014968888,0.00167791,0.888382998,0.099158647,0.908597153,81,,,,
1084,128,2511,10,1,25111001,1001,7/16/2025,47,32.43946335,1016.153294,1102.841672,13893310.57,0.178303654,0.072253219,0.030374838,0.03758597,-0.075160939,0.002842366,0.40625,0.241210938,0.727517953,88,,,,
1085,129,2511,10,2,25111002,1002,7/16/2025,47,56.11525035,1169.645221,-1554.353819,13107854.23,0.412114133,0.064388408,0.20746435,0.033576236,-0.035514569,0.002418081,0.718992037,0.202042488,0.751840916,38,,,,
1086,130,2511,10,3,25111003,1003,7/16/2025,47,35.45450333,951.6621706,776.9757445,13728167.19,0.222838449,0.071945589,0.068785541,0.037646076,-0.059056141,0.002851363,0.470750191,0.249144449,0.800641563,76,,,,
1087,131,2511,11,1,25111101,1101,7/16/2025,47,60.99329444,1659.476377,-1657.834638,18493775.41,0.367551409,0.069944115,0.155800592,0.03154406,-0.055743151,0.002185023,0.657962165,0.225047954,0.342252032,14,,,,
1088,132,2511,11,2,25111102,1102,7/16/2025,47,54.10603086,1731.329643,-914.4308907,20884313.78,0.300415942,0.070275341,0.102669981,0.029448857,-0.069009877,0.001980891,0.580756857,0.24347833,0.718202034,45,,,,
1089,133,2511,11,3,25111103,1103,7/16/2025,47,40.15608213,792.8694294,413.1785893,11673242.34,0.26673285,0.058887197,0.106191577,0.02932525,-0.049914104,0.00242055,0.532898863,0.248917665,0.883576376,92,,,,
1090,134,2511,12,1,25111201,1201,7/16/2025,47,58.29364301,1401.426859,-1390.168924,15604523.98,0.38647871,0.066257511,0.186051295,0.032556366,-0.044934143,0.002642088,0.690655327,0.213650546,0.602668562,29,,,,
1091,135,2511,12,2,25111202,1202,7/16/2025,47,38.13982277,613.1691613,285.8666994,10293676.83,0.315640151,0.059738347,0.159421961,0.032881195,-0.026640235,0.002722174,0.6000818,0.239983633,0.857897999,75,,,,
1092,136,2511,12,3,25111203,1203,7/16/2025,47,58.53514368,1072.358422,-1294.726681,12567490.03,0.378521094,0.054616769,0.175458294,0.025768228,-0.039492959,0.001969522,0.704100551,0.208342965,0.709119411,48,,,,
1093,137,2511,13,1,25111301,1301,7/16/2025,47,42.81851397,621.6782012,-238.6196758,7898654.483,0.367547857,0.053765708,0.199261012,0.030484111,-0.017442656,0.002517794,0.675173824,0.219314131,0.564627834,29,,,,
1094,138,2511,13,2,25111302,1302,7/16/2025,47,41.91730963,639.8024537,-273.9127509,9195673.775,0.342893131,0.048021461,0.172673773,0.025259922,-0.019906007,0.002461953,0.653834619,0.22633491,0.908230963,97,,,,
1095,139,2511,13,3,25111303,1303,7/16/2025,47,51.97557452,731.1788598,-1044.09556,8070998.67,0.41823532,0.046633416,0.230282165,0.024891114,-0.007551419,0.002496246,0.746340267,0.189316473,0.833160168,59,,,,
1096,140,2511,14,1,25111401,1401,7/16/2025,47,52.23430301,632.1515963,-1481.592252,5051613.822,0.457439371,0.031134641,0.262146601,0.017655143,-0.003510355,0.001553042,0.808773413,0.15465898,0.914883534,64,,,,
1097,141,2511,14,2,25111402,1402,7/16/2025,47,40.69377573,560.217522,-588.2336375,6770256.63,0.38336726,0.046833102,0.208744661,0.028103032,-0.015749969,0.002285334,0.701845743,0.209258296,0.947890276,95,,,,
1098,142,2511,14,3,25111403,1403,7/16/2025,47,45.13727843,814.46242,-510.4075863,7947256.866,0.373402038,0.05477637,0.196218739,0.029960006,-0.0193805,0.002212676,0.67147532,0.220596214,0.515155381,21,,,,
1099,143,2511,15,1,25111501,1501,7/16/2025,47,27.37592714,438.6406378,227.2054647,6469510.808,0.280550205,0.044881978,0.124191283,0.026020047,-0.033903527,0.002415543,0.524814572,0.249384237,0.911266656,93,,,,
1100,144,2511,15,2,25111502,1502,7/16/2025,47,26.315319,493.1679001,621.861325,8117980.431,0.2524522,0.052249236,0.101144184,0.030101459,-0.053151189,0.002222556,0.478374622,0.249532343,0.936411023,99,,,,
1101,145,2511,15,3,25111503,1503,7/16/2025,47,29.56381181,443.0387646,110.970926,6900457.75,0.329816648,0.051159515,0.171829846,0.030517927,-0.018640025,0.002697136,0.602900289,0.239411531,0.72947802,44,,,,
1102,146,2511,16,1,25111601,1601,7/16/2025,47,30.05508463,398.5486569,-406.1833139,5537287.26,0.342959827,0.033261019,0.173368765,0.019291393,-0.016956175,0.001957232,0.627545041,0.233732263,0.94480697,112,,,,
1103,147,2511,16,2,25111602,1602,7/16/2025,47,31.46265645,523.6569986,-434.8490384,6901994.406,0.365323966,0.050993208,0.192640235,0.030947484,-0.014333521,0.002644327,0.632672538,0.232397998,0.729612482,38,,,,
1104,148,2511,16,3,25111603,1603,7/16/2025,47,25.70315141,636.2609622,492.7006658,7650040.005,0.235487762,0.044325522,0.078203506,0.022332586,-0.053112656,0.001263128,0.423613762,0.244165143,0.796183568,56,,,,
1105,149,2511,17,1,25111701,1701,7/16/2025,47,32.09736082,623.0173762,-151.6893556,7670983.577,0.336518716,0.049485433,0.171593907,0.02678798,-0.023928271,0.001952489,0.580047985,0.24359232,0.877128067,54,,,,
1106,150,2511,17,2,25111702,1702,7/16/2025,47,41.80019631,1297.589864,-927.0941491,16007405.76,0.331945726,0.061562846,0.141929518,0.028049881,-0.051978325,0.00208266,0.564074599,0.245894446,0.36869543,15,,,,
1107,151,2511,17,3,25111703,1703,7/16/2025,47,18.76460003,440.9859195,1207.808479,8157044.321,0.199302905,0.040894677,0.061867603,0.020877298,-0.052270878,0.001729381,0.352282022,0.228179399,0.918339075,80,,,,
1108,152,2511,18,1,25111801,1801,7/16/2025,47,31.6336415,570.0932761,-111.5675745,7180075.355,0.327606194,0.046226962,0.163574917,0.025448714,-0.022011706,0.002046807,0.58673539,0.242476972,0.899568015,65,,,,
1109,153,2511,18,2,25111802,1802,7/16/2025,47,25.56521502,495.5877339,511.1064104,7017129.359,0.280747055,0.046499142,0.129914967,0.025700949,-0.038377544,0.002025658,0.512557607,0.249842307,0.917889365,86,,,,
1110,154,2511,18,3,25111803,1803,7/16/2025,47,36.04438144,750.1156357,-353.8560756,8128228.727,0.336781496,0.044776163,0.16416196,0.022388118,-0.023807208,0.001732088,0.598767788,0.240244924,0.717761779,49,,,,
1111,155,2511,19,1,25111901,1901,7/16/2025,47,41.16514912,563.3169818,-611.0432749,6152125.889,0.38880686,0.036545762,0.21488902,0.019365652,-0.011123144,0.001541187,0.710212093,0.205810876,0.849649139,71,,,,
1112,156,2511,19,2,25111902,1902,7/16/2025,47,61.16070212,1062.22335,-2191.431999,10233675.12,0.460891958,0.043130613,0.242428061,0.021313652,-0.02563833,0.001641698,0.804246504,0.157434065,0.692571262,47,,,,
1113,157,2511,19,3,25111903,1903,7/16/2025,47,36.3961657,867.7831384,222.6417637,10760759.05,0.307585544,0.060598134,0.147242582,0.030686069,-0.039403038,0.001821741,0.557364531,0.246709311,0.643883056,34,,,,
1114,158,2511,20,1,25112001,2001,7/16/2025,47,45.46283876,833.064476,-803.317269,9859992.609,0.379837034,0.050814602,0.196248143,0.025382416,-0.024195513,0.001741975,0.656524347,0.225500129,0.502661223,16,,,,
1115,159,2511,20,2,25112002,2002,7/16/2025,47,40.1661988,804.7089619,-430.2590125,11915310.16,0.336550521,0.055937709,0.160067526,0.027935812,-0.039025143,0.001799853,0.618789349,0.235889091,0.74958988,49,,,,
1116,160,2511,20,3,25112003,2003,7/16/2025,47,25.52627849,836.1687839,1315.767904,13252882.17,0.168450138,0.05792683,0.026570361,0.029125068,-0.069029319,0.002175717,0.355686403,0.229173586,0.84234029,73,,,,
1117,161,2511,21,1,25112101,2101,7/16/2025,47,38.8133704,567.8175663,-290.7824273,7394368.15,0.328327841,0.040910445,0.15922262,0.020703911,-0.029419444,0.001661389,0.618701115,0.235910045,0.925051035,101,,,,
1118,162,2511,21,2,25112102,2102,7/16/2025,47,40.66571273,707.8189416,-414.8052495,10826369.16,0.351782675,0.053667222,0.178495525,0.027453631,-0.037569829,0.002027411,0.656527664,0.22549909,0.746377208,62,,,,
1119,163,2511,21,3,25112103,2103,7/16/2025,47,49.61232724,1640.250304,-579.4511462,19707241.74,0.280873511,0.063632177,0.093612052,0.024353112,-0.070414408,0.001658269,0.541913148,0.248243288,0.764899938,53,,,,
1120,164,2511,22,1,25112201,2201,7/16/2025,47,48.23854062,701.5250797,-864.2123036,6994888.809,0.397383482,0.043422779,0.21457528,0.022001914,-0.012711957,0.00176083,0.708832111,0.206389149,0.547461087,27,,,,
1121,165,2511,22,2,25112202,2202,7/16/2025,47,48.49732868,1838.049698,-213.1772611,22946328.74,0.27837081,0.094543223,0.098582482,0.045501998,-0.067078746,0.003192014,0.553726217,0.247113494,0.469343491,26,,,,
1122,166,2511,22,3,25112203,2203,7/16/2025,47,50.95382561,630.359958,-1309.941816,6626951.402,0.424739386,0.035793982,0.231211575,0.018817885,-0.005928954,0.001780238,0.768991741,0.177643443,0.844160105,71,,,,
1123,167,2511,23,1,25112301,2301,7/16/2025,47,60.94937019,813.4978729,-1439.877997,6494139.296,0.469227843,0.036332322,0.274110518,0.01931761,-0.002569171,0.002115363,0.808222913,0.154998636,0.723521371,48,,,,
1124,168,2511,23,2,25112302,2302,7/16/2025,47,65.46353102,998.6043346,-1787.140194,8384681.151,0.451893707,0.03695432,0.242031702,0.018189781,-0.019464085,0.002116259,0.789911384,0.16595139,0.781101329,64,,,,
1125,169,2511,23,3,25112303,2303,7/16/2025,47,54.78613284,1317.483928,-753.3433912,15686563.73,0.343396092,0.067942755,0.152412756,0.032680388,-0.049089547,0.002477095,0.62702025,0.233865856,0.368791353,22,,,,
1126,170,2511,24,1,25112401,2401,7/16/2025,47,63.0423165,758.1318117,-1845.270815,4948245.337,0.518682889,0.027709394,0.314215749,0.015577995,0.022609686,0.001687636,0.858763224,0.121288949,0.790197937,58,,,,
1127,171,2511,24,2,25112402,2402,7/16/2025,47,44.19241569,497.3879646,-976.6856737,5192687.091,0.453485128,0.036715575,0.273255027,0.023975082,0.021143678,0.002410635,0.775796734,0.173936162,0.823147726,49,,,,
1128,172,2511,24,3,25112403,2403,7/16/2025,47,45.51542006,411.9557585,-1130.599204,4913909.689,0.456648434,0.030740914,0.270239706,0.019789656,0.025494743,0.002024192,0.790717967,0.165483064,0.778885588,55,,,,
1129,101,2512,1,1,25120101,101,7/16/2025,47,27.97298697,475.304264,270.4183288,4014647.995,0.259088243,0.038418477,0.101763114,0.023454271,-0.027573811,0.0023236,0.456986316,0.248149823,0.90184105,74,,,,
1130,102,2512,1,2,25120102,102,7/16/2025,47,42.51575533,378.4295479,-1032.6647,2897794.807,0.470367415,0.02203535,0.289656965,0.016873593,0.04216561,0.001919787,0.846480946,0.129950954,0.914154485,103,,,,
1131,103,2512,1,3,25120103,103,7/16/2025,47,34.11239845,312.3135484,-553.5684419,3181539.065,0.412949571,0.026907229,0.242856105,0.019216278,0.029160459,0.002283727,0.757428712,0.183730458,0.962560607,128,,,,
1132,105,2512,2,1,25120201,201,7/16/2025,47,26.61357503,305.9678353,165.5002535,3531195.366,0.335226216,0.043491482,0.181560481,0.030109613,0.00867707,0.003587374,0.60482486,0.239011749,0.795137243,41,,,,
1133,106,2512,2,2,25120202,202,7/16/2025,47,22.57854417,323.8479748,442.9999073,4895572.341,0.267525763,0.045060087,0.11664485,0.031533342,-0.021137947,0.003597842,0.475790622,0.249413906,0.974407583,93,,,,
1134,107,2512,2,3,25120203,203,7/16/2025,47,33.10254452,440.5214616,-580.8330263,5810137.048,0.308489415,0.033147863,0.128924677,0.020467231,-0.024940008,0.002518655,0.589985546,0.241902602,0.999362024,225,,,,
1135,109,2512,3,1,25120301,301,7/16/2025,47,31.39887717,439.4349885,195.8806858,4745760.48,0.330713511,0.049208076,0.175193733,0.031497912,-0.001252837,0.003794071,0.604175183,0.239147531,0.746181606,44,,,,
1136,110,2512,3,2,25120302,302,7/16/2025,47,37.86784789,523.720903,-534.5216028,5164147.741,0.314171227,0.035001084,0.134237735,0.020380234,-0.018371546,0.003183126,0.588469402,0.242173165,0.997994969,160,,,,
1137,111,2512,3,3,25120303,303,7/16/2025,47,23.61078693,296.739335,492.6602989,4983209.082,0.289270392,0.050950425,0.141993955,0.03442577,-0.007047951,0.005383253,0.540546436,0.248355987,0.850714442,87,,,,
1138,113,2512,4,1,25120401,401,7/16/2025,47,40.28223652,429.3921543,-518.1260894,3641024.776,0.373006568,0.026339353,0.199841346,0.014121322,0.008016028,0.001445945,0.708603675,0.206484507,0.846357157,67,,,,
1139,114,2512,4,2,25120402,402,7/16/2025,47,45.60461312,783.3424423,-884.423398,5960938.957,0.361383705,0.034038496,0.175807261,0.018188443,-0.017986207,0.001751794,0.665194394,0.222710812,0.967407948,107,,,,
1140,115,2512,4,3,25120403,403,7/16/2025,47,40.11612059,581.9759398,-794.0760181,7319326.777,0.338274021,0.034351191,0.154236453,0.019493101,-0.023693195,0.002499336,0.671645859,0.220537699,0.960922976,163,,,,
1141,117,2512,5,1,25120501,501,7/16/2025,47,35.3743559,680.3082614,159.5938225,7067958.543,0.268221898,0.045923552,0.104057673,0.024484648,-0.032688388,0.002567405,0.526459282,0.249299906,0.913546717,85,,,,
1142,118,2512,5,2,25120502,502,7/16/2025,47,47.36003163,474.9157289,-1127.400141,3757362.966,0.445378476,0.025119384,0.25900604,0.016254214,0.008389844,0.002562312,0.827838228,0.142522096,0.977090054,155,,,,
1143,119,2512,5,3,25120503,503,7/16/2025,47,28.32802704,668.2501369,984.6359106,9960542.005,0.222762953,0.046119913,0.078773803,0.025217666,-0.053461497,0.003725937,0.432590089,0.245455904,0.995589415,159,,,,
1144,121,2512,6,1,25120601,601,7/16/2025,47,42.4705289,464.1102002,-684.8961614,4670471.664,0.348771796,0.028872131,0.167693303,0.016080865,-0.006160382,0.001801851,0.666930207,0.222134306,0.937192432,112,,,,
1145,122,2512,6,2,25120602,602,7/16/2025,47,34.09697647,380.6993117,-244.5376104,4294518.827,0.435341699,0.036101735,0.281660758,0.023944853,0.038341568,0.002964864,0.766869326,0.178780763,0.917047919,107,,,,
1146,123,2512,6,3,25120603,603,7/16/2025,47,45.10238024,694.5102534,-704.3055162,7704696.026,0.369259513,0.034252734,0.191865682,0.018683018,-0.011742335,0.003017409,0.696785451,0.211275486,0.999270911,153,,,,
1147,125,2512,7,1,25120701,701,7/16/2025,47,42.70078762,670.7887049,-230.5651266,6346614.266,0.313119359,0.038991472,0.143441329,0.020231074,-0.013443431,0.001850183,0.592292808,0.241482038,0.809901387,63,,,,
1148,126,2512,7,2,25120702,702,7/16/2025,47,40.89426748,374.986448,-608.5516203,5049731.338,0.391331755,0.028226148,0.217067227,0.018267786,0.000881622,0.002257945,0.774653649,0.174565373,0.99507892,180,,,,
1149,127,2512,7,3,25120703,703,7/16/2025,47,32.84366312,462.2764582,182.5755356,5828011.907,0.35410466,0.04617692,0.204614506,0.030545916,0.004757225,0.003906001,0.647996729,0.228096968,0.955073177,109,,,,
1150,129,2512,8,1,25120801,801,7/16/2025,47,45.36219871,559.6308908,-733.0217576,5618025.804,0.370306336,0.031118422,0.192287611,0.016002448,0.004918204,0.001767151,0.712482277,0.204851282,0.76412051,71,,,,
1151,130,2512,8,2,25120802,802,7/16/2025,47,40.97941601,533.4242335,-221.5479651,7117168.895,0.349671763,0.038510578,0.185120042,0.022802563,-0.007673857,0.002466579,0.670274544,0.22100658,0.997903984,206,,,,
1152,131,2512,8,3,25120803,803,7/16/2025,47,57.61786445,724.1017019,-1198.74777,8235310.663,0.449560621,0.043467859,0.261505356,0.026168598,0.003266475,0.002912101,0.808264012,0.154973299,0.904222939,110,,,,
1153,133,2512,9,1,25120901,901,7/16/2025,47,50.30856458,489.9941953,-1079.068265,4164439.258,0.42564347,0.029960592,0.23789218,0.01800584,0.012109339,0.001663749,0.797852042,0.161284161,0.864147573,73,,,,
1154,134,2512,9,2,25120902,902,7/16/2025,47,48.2635008,392.5610501,-1152.309473,3678890.079,0.430142948,0.02062268,0.24003251,0.013707963,0.012139342,0.001493382,0.831665894,0.139997735,0.998633033,206,,,,
1155,135,2512,9,3,25120903,903,7/16/2025,47,53.5693566,497.2340664,-1388.8662,4374998.539,0.444172716,0.0210413,0.250810483,0.013957492,0.006576806,0.001748204,0.846946565,0.129628081,0.984999818,214,,,,
1156,137,2512,10,1,25121001,1001,7/16/2025,47,46.13537749,524.4675001,-845.0810897,5008920.281,0.369210731,0.031088182,0.185974164,0.017046499,-0.002345509,0.001838488,0.722621968,0.200439459,0.950637988,118,,,,
1157,138,2512,10,2,25121002,1002,7/16/2025,47,41.26273612,488.3280859,-596.2166547,4756975.482,0.426657124,0.039024668,0.257624184,0.024662793,0.020819931,0.00300654,0.787581432,0.16729692,0.914028469,117,,,,
1158,139,2512,10,3,25121003,1003,7/16/2025,47,57.44908808,567.8451289,-1557.209607,5178268.458,0.489810542,0.032783126,0.293316492,0.021093086,0.007672479,0.002519608,0.872086366,0.111551736,0.800328108,89,,,,
1159,141,2512,11,1,25121101,1101,7/16/2025,47,43.21334897,603.5396446,-681.7406338,5494914.611,0.342988095,0.036537961,0.158596261,0.0191053,-0.012857544,0.001947366,0.653052322,0.226574987,0.882069883,64,,,,
1160,142,2512,11,2,25121102,1102,7/16/2025,47,37.84437113,478.3801748,-941.1417022,4727366.941,0.355388119,0.028381312,0.167459493,0.01617205,-0.015056429,0.002093272,0.666493988,0.222279752,0.991725294,170,,,,
1161,143,2512,11,3,25121103,1103,7/16/2025,47,52.0254369,669.5964794,-1485.938673,6156637.552,0.429081884,0.036280266,0.224209938,0.020925874,-0.020930113,0.002510775,0.791570108,0.164986872,0.934838874,121,,,,
1162,145,2512,12,1,25121201,1201,7/16/2025,47,36.5229813,536.6632988,-688.3710916,5482992.482,0.313107393,0.042361544,0.125291355,0.023174241,-0.018053345,0.002293992,0.59489668,0.24099462,0.853987059,90,,,,
1163,146,2512,12,2,25121202,1202,7/16/2025,47,31.82538168,683.5620657,-831.5569036,8451992.02,0.244130649,0.05187291,0.045952902,0.028366405,-0.053109297,0.00301503,0.491575791,0.249929033,0.956201586,187,,,,
1164,147,2512,12,3,25121203,1203,7/16/2025,47,48.55651581,778.5832836,-1856.018119,7123725.86,0.40385928,0.048896807,0.178715679,0.028141026,-0.02462009,0.002975962,0.745010905,0.189969656,0.973316322,167,,,,
1165,149,2512,13,1,25121301,1301,7/16/2025,47,32.96398877,432.3405237,93.68041883,4598228.798,0.349114088,0.04653464,0.194007466,0.028846836,0.007746471,0.002985529,0.651037265,0.227187745,0.882400117,54,,,,
1166,150,2512,13,2,25121302,1302,7/16/2025,47,25.36642491,355.3047392,520.6036371,5444412.18,0.330592496,0.060211901,0.190290864,0.041524467,0.004297375,0.004460453,0.591749373,0.241582053,0.832014874,73,,,,
1167,151,2512,13,3,25121303,1303,7/16/2025,47,36.86541292,501.3636252,-304.7723089,5636829.997,0.361439895,0.041939922,0.195109669,0.025468765,-0.006381161,0.002833265,0.672335786,0.220300377,0.99671928,156,,,,
1168,153,2512,14,1,25121401,1401,7/16/2025,47,50.05924048,357.9466828,-1267.221226,2579514.158,0.46130951,0.020920189,0.269111199,0.013047001,0.017430225,0.001476755,0.863907745,0.117571153,0.839995625,78,,,,
1169,154,2512,14,2,25121402,1402,7/16/2025,47,41.78477354,377.1669135,-1034.168849,3398629.075,0.435935499,0.027573031,0.251575178,0.019059656,0.022376219,0.002557406,0.821748971,0.1464776,0.972512349,130,,,,
1170,155,2512,14,3,25121403,1403,7/16/2025,47,42.68448454,429.8963885,-1119.662939,4283862.882,0.410272682,0.02164556,0.223818032,0.013732916,0.001384867,0.002289738,0.788747751,0.166624736,0.992545203,178,,,,
1171,157,2512,15,1,25121501,1501,7/16/2025,47,29.45223295,472.4906432,10.31103136,4192933.841,0.300730478,0.038929829,0.137462448,0.022904935,-0.015721313,0.002171119,0.556028137,0.246860848,0.928390472,70,,,,
1172,158,2512,15,2,25121502,1502,7/16/2025,47,24.48612323,383.9836133,149.1893129,4230340.523,0.302108931,0.04206137,0.14655712,0.027644311,-0.012145998,0.003034372,0.546428571,0.247844388,0.94105102,86,,,,
1173,159,2512,15,3,25121503,1503,7/16/2025,47,16.11589106,473.1534131,1582.133285,6940965.593,0.116655419,0.040359866,-0.017579421,0.022893693,-0.075400037,0.002528522,0.238406805,0.181569,0.85058875,127,,,,
1174,161,2512,16,1,25121601,1601,7/16/2025,47,31.80692381,488.8254993,-408.3764371,4139150.842,0.313465773,0.031242711,0.13673626,0.017157782,-0.021517061,0.001351248,0.567697969,0.245416985,0.966464359,96,,,,
1175,162,2512,16,2,25121602,1602,7/16/2025,47,23.28686692,331.4316364,-241.5623838,3881524.269,0.289599489,0.028818473,0.118819404,0.017015422,-0.020799473,0.001980394,0.510058333,0.24989883,0.991579485,178,,,,
1176,163,2512,16,3,25121603,1603,7/16/2025,47,23.47916439,472.9403044,-85.61356498,5587018.976,0.257200009,0.029746309,0.090743326,0.017000408,-0.033436317,0.002642668,0.449847278,0.247484705,0.990922844,163,,,,
1177,165,2512,17,1,25121701,1701,7/16/2025,47,23.26899899,507.7730572,350.7944976,4890422.159,0.23286373,0.033572395,0.075531183,0.018076989,-0.036543327,0.001586536,0.401685163,0.240334193,0.90863194,84,,,,
1178,166,2512,17,2,25121702,1702,7/16/2025,47,11.75051811,213.2529584,1134.40932,3932052.395,0.149194717,0.023101956,0.010836321,0.013824865,-0.053347377,0.001734943,0.209233202,0.165454669,0.992800642,191,,,,
1179,167,2512,17,3,25121703,1703,7/16/2025,47,26.8997683,482.0112975,-111.6629622,5056831.538,0.313055949,0.039595834,0.14861292,0.02482443,-0.013737861,0.002774803,0.534469129,0.248811879,0.973681333,141,,,,
1180,169,2512,18,1,25121801,1801,7/16/2025,47,30.00605482,485.4892856,-109.8778348,3669317.072,0.333448059,0.033135431,0.17031316,0.019465364,-0.001992607,0.001931289,0.590945043,0.241728999,0.8945776,74,,,,
1181,170,2512,18,2,25121802,1802,7/16/2025,47,35.87224297,532.8018575,-782.4749206,3984883.57,0.403516777,0.030977015,0.226428081,0.019335385,0.009517281,0.002528987,0.745767333,0.189598418,0.95940798,170,,,,
1182,171,2512,18,3,25121803,1803,7/16/2025,47,29.62417187,323.1563622,-482.8368985,3162805.646,0.397302632,0.026976563,0.229668716,0.017713127,0.013335588,0.002595,0.724556286,0.199574475,0.977562292,154,,,,
1183,173,2512,19,1,25121901,1901,7/16/2025,47,42.55095811,617.6420117,-675.3291682,5194583.022,0.391877613,0.041033178,0.213166512,0.023108414,-0.000876116,0.001871759,0.702210592,0.209110876,0.798027851,56,,,,
1184,174,2512,19,2,25121902,1902,7/16/2025,47,29.01657669,607.3286417,182.0787172,5480481.378,0.304956903,0.044967856,0.149468013,0.026120313,-0.015076233,0.002353346,0.549430176,0.247556658,0.936933817,93,,,,
1185,175,2512,19,3,25121903,1903,7/16/2025,47,30.71341746,586.7265429,80.23354471,6156261.146,0.30541587,0.041482598,0.146103987,0.023507694,-0.021503994,0.002367609,0.553078412,0.247182682,0.978420544,115,,,,
1186,177,2512,20,1,25122001,2001,7/16/2025,47,27.98145926,349.2887281,53.35363171,3960213.641,0.345082221,0.039393872,0.190651767,0.025464346,0.014719179,0.002518121,0.606691024,0.238617025,0.757158219,55,,,,
1187,178,2512,20,2,25122002,2002,7/16/2025,47,24.2307881,290.909199,190.473309,4174664.971,0.360195465,0.046737002,0.212331407,0.033757926,0.022178065,0.003297038,0.61952403,0.235714006,0.879206008,59,,,,
1188,179,2512,20,3,25122003,2003,7/16/2025,47,38.24959799,367.7100156,-820.6953252,4453503.371,0.369851691,0.023657318,0.186235614,0.015096748,-0.003681739,0.001631111,0.718050748,0.202453871,0.996974502,250,,,,
1189,181,2512,21,1,25122101,2101,7/16/2025,47,50.04648563,634.7414183,-1484.55093,4490969.318,0.405600299,0.032800843,0.197663077,0.01745403,-0.012552314,0.001657718,0.741479906,0.191687455,0.85607262,73,,,,
1190,182,2512,21,2,25122102,2102,7/16/2025,47,41.86707204,716.6732556,-1175.025604,5596472.308,0.311110976,0.039844298,0.10641672,0.021826667,-0.034386625,0.002791688,0.593963026,0.24117095,0.97843877,127,,,,
1191,183,2512,21,3,25122103,2103,7/16/2025,47,41.74938662,486.3828338,-1236.749746,4854609.38,0.341917472,0.035966644,0.136278268,0.021459385,-0.031120663,0.00293971,0.645466441,0.228839514,0.998432602,202,,,,
1192,185,2512,22,1,25122201,2201,7/16/2025,47,43.2168839,402.9756477,-879.6315154,3387598.077,0.39867633,0.026341468,0.212820908,0.014599353,0.013114112,0.00170365,0.77035502,0.176908163,0.891764792,83,,,,
1193,186,2512,22,2,25122202,2202,7/16/2025,47,42.70973722,365.723293,-1023.930575,3461286.746,0.418358725,0.024200857,0.230224328,0.015652447,0.005391227,0.002296549,0.805064878,0.15693542,0.990631038,178,,,,
1194,187,2512,22,3,25122203,2203,7/16/2025,47,37.33652378,511.2540892,-333.5425503,5198926.281,0.374549217,0.041495932,0.206898158,0.026072832,-0.005731867,0.003550552,0.676892452,0.21870906,0.978691602,111,,,,
