fid,id,Trial,Row,Column,Combocode,MasonPlot#,Date,DAS,ExG_Mean,ExG_Var,ExR_Mean,ExR_Var,NDVI_Mean,NDVI_Var,gNDVI_Mean,gNDVI_Var,NDRE_mean,NDRE_Var,THRESH_mean,THRESH_Var,6-12HA_mean,612PLTCOUNT
1194,187,2512,22,3,25122203,2203,7/1/2025,32,34.29382891,876.0805267,42.50054811,1330.195109,0.304955782,0.045462892,0.141371947,0.02228195,-0.025184996,0.001574484,0.450955796,0.247594666,0.568931579,25
1195,189,2512,23,1,25122301,2301,7/1/2025,32,33.44011886,819.4838941,46.40724627,1292.316091,0.295655082,0.040464608,0.136017834,0.019714685,-0.018530383,0.001328392,0.418827186,0.243410974,0.585936646,20
1196,190,2512,23,2,25122302,2302,7/1/2025,32,32.0650289,868.9487923,46.7457738,1338.591822,0.280623331,0.043105883,0.127277,0.021055651,-0.025202681,0.00170156,0.394617734,0.238894578,0.690721837,33
1197,191,2512,23,3,25122303,2303,7/1/2025,32,32.95321574,834.3874075,44.16962296,1272.826578,0.293285155,0.040559441,0.137273575,0.019697136,-0.027917173,0.001834621,0.402001145,0.240396224,0.810670409,52
1198,193,2512,24,1,25122401,2401,7/1/2025,32,33.19189882,681.4932953,44.32477783,1063.163063,0.328126584,0.031582026,0.160882753,0.01688665,-0.007632196,0.001309578,0.424766941,0.244339987,0.512794809,23
1199,194,2512,24,2,25122402,2402,7/1/2025,32,32.24578096,826.1043454,48.00922053,1172.625858,0.299970808,0.033194861,0.13081963,0.016580049,-0.020668003,0.001434091,0.38027209,0.235665228,0.887402493,49
1200,195,2512,24,3,25122403,2403,7/1/2025,32,37.60836243,970.7834245,39.27384354,1198.689335,0.351037847,0.036891695,0.171507939,0.018821068,-0.013732476,0.001756876,0.482462361,0.249692431,0.779910324,41
1201,104,2512,1,4,25120104,104,7/1/2025,32,37.50614793,943.676337,31.03346873,1011.042299,0.359088537,0.044920313,0.187637562,0.024035496,-0.007368419,0.001884844,0.533629597,0.24886905,0.502041486,25
1202,108,2512,2,4,25120204,204,7/1/2025,32,35.73903204,1144.645543,34.54855351,990.9128174,0.322321077,0.04409875,0.158564173,0.021440324,-0.018851158,0.001512617,0.469202454,0.249051511,0.722881464,30
1203,112,2512,3,4,25120304,304,7/1/2025,32,32.73406923,1006.239202,31.71942218,958.6871151,0.297689623,0.046104136,0.120007336,0.020934935,-0.023145128,0.0013436,0.441918779,0.246626572,0.523413718,25
1204,116,2512,4,4,25120404,404,7/1/2025,32,27.47561907,846.5653214,28.94689647,901.0415631,0.308049804,0.047264574,0.136338128,0.022525117,-0.008011788,0.002029921,0.440902149,0.246507444,0.500783728,19
1205,120,2512,5,4,25120504,504,7/1/2025,32,38.85485717,993.8365709,21.35739206,812.3969954,0.372843345,0.040731152,0.186950714,0.019086824,-0.010857257,0.002537826,0.573784344,0.244555871,0.566301515,25
1206,124,2512,6,4,25120604,604,7/1/2025,32,44.2856442,1296.210757,24.01025375,856.0162754,0.352787456,0.039535989,0.169848162,0.016697303,-0.019176194,0.001586347,0.533674943,0.248865998,0.666745653,34
1207,128,2512,7,4,25120704,704,7/1/2025,32,22.86580511,677.1877281,35.61607504,969.2986354,0.292715343,0.052691541,0.146626475,0.027033252,-0.017936682,0.00198477,0.426795354,0.24464108,0.444653045,14
1208,132,2512,8,4,25120804,804,7/1/2025,32,27.17036189,1037.605736,35.84282636,936.5507325,0.264803014,0.046079189,0.105865614,0.019948231,-0.029939082,0.001603399,0.380484878,0.235716136,0.427253837,16
1209,136,2512,9,4,25120904,904,7/1/2025,32,29.43727169,1018.981358,31.48674553,978.0549426,0.288759178,0.0505931,0.12774514,0.02192515,-0.019739262,0.001627596,0.422032605,0.243921085,0.502551857,16
1210,140,2512,10,4,25121004,1004,7/1/2025,32,33.34138693,857.0782683,27.63199803,841.0001345,0.327159303,0.041161869,0.141163927,0.01840765,-0.021272062,0.00138628,0.508385373,0.249929686,0.587517999,34
1211,144,2512,11,4,25121104,1104,7/1/2025,32,34.5293813,1344.45377,43.38091032,1052.917029,0.271340496,0.043696942,0.107016983,0.018462933,-0.03922461,0.001756109,0.388361951,0.237536946,0.721824247,38
1212,148,2512,12,4,25121204,1204,7/1/2025,32,27.69465649,901.4197424,38.26148311,1123.893594,0.318930345,0.052368605,0.177349877,0.027576586,-0.016707125,0.002377443,0.460877863,0.248469458,0.616225872,29
1213,152,2512,13,4,25121304,1304,7/1/2025,32,37.04056817,1424.889382,35.66032334,1107.742688,0.319400428,0.049299834,0.156297873,0.020637042,-0.04226498,0.002358288,0.474440415,0.249346708,0.689339676,32
1214,156,2512,14,4,25121404,1404,7/1/2025,32,28.53060334,927.3330079,28.21122712,864.0319908,0.308911833,0.049975278,0.152503802,0.023570892,-0.030279575,0.001489156,0.445241146,0.247001468,0.305052309,10
1215,160,2512,15,4,25121504,1504,7/1/2025,32,21.7700319,664.3874484,32.44681698,707.8573376,0.258688967,0.041910997,0.100689092,0.01983215,-0.038122583,0.001519107,0.3521361,0.228136267,0.613247785,23
1216,164,2512,16,4,25121604,1604,7/1/2025,32,15.85143387,404.7422395,40.79384471,728.1525018,0.246175175,0.037665005,0.113252576,0.021439923,-0.02662743,0.001721307,0.297159525,0.208855742,0.639477234,25
1217,168,2512,17,4,25121704,1704,7/1/2025,32,24.63037077,555.6475073,33.28577427,837.9494663,0.325590566,0.039411422,0.168333614,0.021529404,-0.014603539,0.003111996,0.425436205,0.24444024,0.784943493,47
1218,172,2512,18,4,25121804,1804,7/1/2025,32,23.17693734,553.6463667,34.89764955,776.2620724,0.31819419,0.038918092,0.155322761,0.020915223,-0.014527046,0.003110049,0.411599498,0.242185351,0.833725233,47
1219,176,2512,19,4,25121904,1904,7/1/2025,32,27.27944705,910.7624863,38.90015269,854.5063379,0.291316765,0.04002199,0.126667931,0.018282158,-0.029893968,0.001287195,0.387855819,0.237423683,0.620087495,29
1220,180,2512,20,4,25122004,2004,7/1/2025,32,29.37218814,847.6047343,43.31912745,1251.758707,0.3051891,0.045533489,0.143870818,0.022684292,-0.023009455,0.001554377,0.411070211,0.242091493,0.651368789,28
1221,184,2512,21,4,25122104,2104,7/1/2025,32,30.56007197,751.4473401,46.70303971,1190.597025,0.282965737,0.040972987,0.120759013,0.020240546,-0.019693154,0.001625199,0.377170742,0.234912973,0.70436526,35
1222,188,2512,22,4,25122204,2204,7/1/2025,32,34.46658851,863.7804412,38.20277542,1122.217187,0.332924689,0.040700478,0.164534836,0.019227747,-0.015200164,0.001845139,0.470269091,0.249116073,0.601283126,21
1223,192,2512,23,4,25122304,2304,7/1/2025,32,13.97311667,315.3704909,68.93145568,635.1195527,0.132543537,0.018865485,0.01306597,0.009572184,-0.045567786,0.001223464,0.095236797,0.086166749,0.723159929,56
1224,196,2512,24,4,25122404,2404,7/1/2025,32,27.49330607,520.4506369,41.52467347,1064.686787,0.326510723,0.036012352,0.163695206,0.020073262,-0.009795127,0.00248295,0.41006135,0.241911039,0.778741707,50
1225,101,2513,1,1,25130101,101,7/1/2025,32,38.96026273,983.9462011,33.22791966,874.6903747,0.346063081,0.039989576,0.166265625,0.020719028,-0.024162106,0.002289688,0.509171186,0.249915889,0.668683812,27
1226,102,2513,1,2,25130102,102,7/1/2025,32,38.37565416,938.0819542,32.12214894,904.5317168,0.357310631,0.041462616,0.17867796,0.021919773,-0.01976184,0.002143374,0.532544701,0.248940842,0.513897749,25
1227,103,2513,1,3,25130103,103,7/1/2025,32,49.86672481,1221.003469,26.12907798,833.3711822,0.397024262,0.036591999,0.200937852,0.017271245,-0.011991472,0.001629864,0.618707585,0.235908509,0.540233656,18
1228,104,2513,2,1,25130201,201,7/1/2025,32,37.28544171,1084.897453,34.66862922,925.6829583,0.322188135,0.042083725,0.153557629,0.018967607,-0.021134643,0.001520793,0.468422057,0.249002834,0.558660032,22
1229,105,2513,2,2,25130202,202,7/1/2025,32,43.79153379,1199.518294,27.17529915,842.0210067,0.356809028,0.040202283,0.17493981,0.017451264,-0.019654144,0.001451676,0.545070461,0.247968654,0.456822076,17
1230,106,2513,2,3,25130203,203,7/1/2025,32,12.6156635,559.1640017,63.39248719,580.0143191,0.120231472,0.023478996,0.006122396,0.010927121,-0.055041379,0.000866324,0.110865773,0.098574553,0.745857864,37
1231,107,2513,3,1,25130301,301,7/1/2025,32,28.25013631,817.6923119,42.65025627,1075.175667,0.272358072,0.044548083,0.130524006,0.021982996,-0.026733293,0.001804489,0.386586696,0.237137422,0.68297884,32
1232,108,2513,3,2,25130302,302,7/1/2025,32,39.03670375,1227.633851,37.00043628,938.2099175,0.298195874,0.040689108,0.130159875,0.016950308,-0.029776256,0.00159507,0.450643543,0.24756394,0.446965969,17
1233,109,2513,3,3,25130303,303,7/1/2025,32,15.45523446,705.3575926,56.98178843,710.9569267,0.136939104,0.030681399,0.007356641,0.013497051,-0.051169372,0.00100311,0.161995638,0.135753051,0.649052133,22
1234,110,2513,4,1,25130401,401,7/1/2025,32,39.12349414,1085.154032,31.30951758,1073.606735,0.346748192,0.046903191,0.180648299,0.023562547,-0.012633552,0.002754978,0.521477242,0.249538728,0.420808954,16
1235,111,2513,4,2,25130402,402,7/1/2025,32,36.34143683,1186.600362,34.87966314,1086.09048,0.316869167,0.048553853,0.149146407,0.023102748,-0.023014448,0.002184558,0.476234602,0.249435206,0.518318023,21
1236,112,2513,4,3,25130403,403,7/1/2025,32,10.73216865,539.9908703,61.6573274,590.7107621,0.108803735,0.025961056,-0.018849694,0.010049138,-0.059183773,0.000824588,0.109863454,0.097793476,0.82078154,42
1237,113,2513,5,1,25130501,501,7/1/2025,32,37.46415424,1096.097369,36.56954541,1093.744026,0.326070441,0.046013409,0.165557004,0.021875874,-0.017299881,0.00448415,0.489051294,0.249880126,0.577406773,29
1238,114,2513,5,2,25130502,502,7/1/2025,32,27.34358303,861.8013161,44.25622069,1071.265379,0.253817379,0.042436126,0.109083063,0.019915804,-0.033268444,0.002971102,0.356831316,0.229502728,0.603780463,35
1239,115,2513,5,3,25130503,503,7/1/2025,32,28.57526105,955.4680333,35.96618772,1002.090606,0.293645144,0.047968134,0.136672135,0.022601493,-0.021466367,0.002053956,0.42288503,0.244053281,0.387426634,14
1240,116,2513,6,1,25130601,601,7/1/2025,32,40.83920393,1221.122836,34.83270993,1181.02164,0.339394914,0.047267937,0.169525986,0.022613679,-0.014334983,0.00196788,0.510932388,0.249880483,0.594233013,25
1241,117,2513,6,2,25130602,602,7/1/2025,32,35.49346788,1229.135543,40.69867175,1088.595251,0.280179855,0.043633836,0.120357895,0.018976582,-0.031517904,0.001480891,0.411809628,0.242222458,0.571069228,29
1242,118,2513,6,3,25130603,603,7/1/2025,32,36.03623524,1086.982492,28.63971971,1040.191025,0.347990828,0.048828339,0.18753901,0.024095836,-0.005917005,0.001725588,0.513455299,0.249818955,0.318933304,9
1243,119,2513,7,1,25130701,701,7/1/2025,32,34.86797339,1057.27233,39.9351562,1287.205023,0.306923889,0.051457709,0.141216537,0.025711651,-0.022091918,0.001702254,0.464287662,0.248724629,0.411461276,15
1244,120,2513,7,2,25130702,702,7/1/2025,32,25.45477339,794.4596026,47.00816502,1049.933476,0.23610916,0.040859792,0.090110175,0.019806708,-0.038166239,0.001415961,0.324721336,0.21927739,0.48502743,17
1245,121,2513,7,3,25130703,703,7/1/2025,32,31.21795536,1086.47494,38.1683846,1048.497859,0.286130109,0.046437479,0.124803219,0.020856152,-0.029517637,0.001641565,0.410836445,0.24204986,0.452692974,17
1246,122,2513,8,1,25130801,801,7/1/2025,32,33.78025304,1053.910783,43.5760157,1202.215625,0.275246748,0.045712585,0.116931568,0.021814589,-0.030513507,0.002511874,0.400229045,0.240045757,0.663070025,29
1247,123,2513,8,2,25130802,802,7/1/2025,32,29.92989775,1167.499026,48.34506339,1105.832139,0.238061679,0.043749396,0.085724178,0.019190522,-0.041482325,0.002128765,0.332951602,0.222094833,0.622632912,26
1248,124,2513,8,3,25130803,803,7/1/2025,32,39.70699335,964.2051915,23.77803336,888.5727367,0.372836283,0.041515404,0.188494807,0.01919531,-0.010723736,0.002040917,0.572849668,0.244692926,0.376836426,14
1249,125,2513,9,1,25130901,901,7/1/2025,32,44.255003,1245.07683,32.9281313,1050.308402,0.332726138,0.040437971,0.15119274,0.017306765,-0.027862329,0.001320524,0.514341022,0.249794335,0.590821274,24
1250,126,2513,9,2,25130902,902,7/1/2025,32,28.97011425,935.0163675,44.69242223,1029.613885,0.247179496,0.042089579,0.097312411,0.018444826,-0.040312275,0.00118609,0.353011753,0.228394455,0.682730338,27
1251,127,2513,9,3,25130903,903,7/1/2025,32,31.70360375,984.0755175,32.1839276,1018.948642,0.309487281,0.049973116,0.147103706,0.022280457,-0.018862336,0.001570642,0.46570712,0.248823998,0.34708906,10
1252,128,2513,10,1,25131001,1001,7/1/2025,32,38.44564417,1152.686746,29.64166325,1033.437066,0.326603633,0.043323879,0.138279086,0.01975251,-0.021845273,0.001515588,0.481308793,0.249650639,0.56044617,24
1253,129,2513,10,2,25131002,1002,7/1/2025,32,16.33884072,788.9257562,56.84775068,804.3209617,0.152119164,0.033598492,0.012896548,0.014547345,-0.05317999,0.001063648,0.191150008,0.154611683,0.662006744,23
1254,130,2513,10,3,25131003,1003,7/1/2025,32,28.31759668,960.5111162,37.17459772,957.6685554,0.275453913,0.045103818,0.107210555,0.020676353,-0.026566232,0.00162099,0.398925435,0.239783932,0.557042087,24
1255,131,2513,11,1,25131101,1101,7/1/2025,32,36.79666194,941.4154007,31.27193739,943.1803957,0.341531628,0.040465454,0.165115418,0.018645391,-0.015312831,0.001461734,0.507172466,0.249948556,0.696764786,38
1256,132,2513,11,2,25131102,1102,7/1/2025,32,30.60365372,1058.485745,40.21234084,1154.185437,0.289024146,0.047798338,0.127832239,0.023253039,-0.026369859,0.00186778,0.420013633,0.243602181,0.562268759,20
1257,133,2513,11,3,25131103,1103,7/1/2025,32,38.98857532,1272.039051,34.21062303,1147.579072,0.332283771,0.04487106,0.157911719,0.020554806,-0.023387777,0.002071072,0.495051125,0.249975509,0.678587703,27
1258,134,2513,12,1,25131201,1201,7/1/2025,32,38.94383401,1181.475429,34.91869018,1091.31939,0.330355537,0.046103038,0.162001127,0.022286137,-0.0165863,0.001734787,0.502631077,0.249993077,0.513934202,21
1259,135,2513,12,2,25131202,1202,7/1/2025,32,28.0500695,1042.086103,46.37226962,1083.997028,0.253703129,0.044857247,0.110301227,0.021041706,-0.030649002,0.001769131,0.356183052,0.229316686,0.656519996,36
1260,136,2513,12,3,25131203,1203,7/1/2025,32,33.90781689,1294.633185,39.84342777,1177.992178,0.306348078,0.049663545,0.153863725,0.022812287,-0.025715132,0.002060321,0.448673556,0.247365596,0.554605767,23
1261,137,2513,13,1,25131301,1301,7/1/2025,32,38.74681095,1229.634353,36.43413105,1033.768755,0.316651594,0.043615535,0.147719219,0.019735409,-0.024656985,0.001442021,0.466037942,0.248846579,0.68647358,41
1262,138,2513,13,2,25131302,1302,7/1/2025,32,32.60571787,1112.554042,40.97112177,1005.171521,0.285680897,0.044213486,0.133123299,0.020031305,-0.035139515,0.001419657,0.411315818,0.242135116,0.613933395,25
1263,139,2513,13,3,25131303,1303,7/1/2025,32,22.06518716,817.8112581,48.4439434,1034.774315,0.230368617,0.043329831,0.102465598,0.020029653,-0.052403682,0.001749805,0.313149213,0.215086784,0.714895013,32
1264,140,2513,14,1,25131401,1401,7/1/2025,32,33.74279174,992.4373595,36.06138334,1008.22747,0.310078019,0.046851174,0.153447393,0.023283756,-0.021496137,0.002182036,0.454788249,0.247955898,0.57355863,27
1265,141,2513,14,2,25131402,1402,7/1/2025,32,45.26947919,1221.555702,25.31512277,876.2372361,0.369625836,0.041543631,0.185863634,0.018169741,-0.022930044,0.001851786,0.574850789,0.244397359,0.466644794,16
1266,142,2513,14,3,25131403,1403,7/1/2025,32,27.83672301,1045.842397,37.4691712,857.8556076,0.256631069,0.04366687,0.104363503,0.018824332,-0.045568193,0.001216729,0.358642312,0.230018004,0.400619759,18
1267,143,2513,15,1,25131501,1501,7/1/2025,32,29.52538168,950.7170221,39.16277535,838.2329507,0.270616137,0.041292226,0.110932803,0.018361614,-0.03018508,0.00146067,0.381161396,0.235877386,0.74988153,33
1268,144,2513,15,2,25131502,1502,7/1/2025,32,7.655024811,326.7044558,62.23284256,430.2459564,0.096523024,0.019527061,-0.015341311,0.009379167,-0.061063498,0.000785148,0.085064616,0.077828627,0.695308228,35
1269,145,2513,15,3,25131503,1503,7/1/2025,32,20.04077124,551.6183061,36.21216319,710.2335685,0.246984682,0.038182538,0.091984178,0.018463549,-0.038591036,0.001294485,0.314661285,0.215649561,0.611235668,25
1270,146,2513,16,1,25131601,1601,7/1/2025,32,20.07721039,688.8055656,46.01556748,837.8169464,0.228151225,0.038444946,0.090071052,0.019307862,-0.030578558,0.001590616,0.274598544,0.199194184,0.706120366,32
1271,147,2513,16,2,25131602,1602,7/1/2025,32,6.517339149,193.5104954,63.10575244,351.5631095,0.106986776,0.013939468,-0.00297044,0.006852159,-0.055787702,0.000684863,0.058969466,0.055492068,0.922865215,57
1272,148,2513,16,3,25131603,1603,7/1/2025,32,20.25166249,494.9284353,34.83371307,806.0844589,0.291021153,0.041890755,0.148041175,0.023419289,-0.015323651,0.00194177,0.368854246,0.232800791,0.442540782,19
1273,149,2513,17,1,25131701,1701,7/1/2025,32,24.5192617,838.6251572,42.9349219,829.2870469,0.248907648,0.036096114,0.100497645,0.016543777,-0.031809286,0.001163025,0.312413097,0.214811154,0.661107466,30
1274,150,2513,17,2,25131702,1702,7/1/2025,32,28.26557985,864.8317627,36.10261163,955.4285568,0.312903692,0.043776639,0.155316253,0.021660311,-0.022062276,0.001525179,0.423750068,0.244185948,0.470953865,17
1275,151,2513,17,3,25131703,1703,7/1/2025,32,26.39843494,891.666176,40.32639327,837.381806,0.279415477,0.036367483,0.120296979,0.016403566,-0.031423854,0.002360937,0.348129567,0.226935372,0.821732553,40
1276,152,2513,18,1,25131801,1801,7/1/2025,32,20.40870419,504.2879129,44.67956479,732.3108697,0.234802266,0.03145559,0.08959538,0.015505213,-0.028093885,0.001787095,0.268815445,0.196553702,0.80126137,47
1277,153,2513,18,2,25131802,1802,7/1/2025,32,10.7468796,191.878918,52.58326701,598.2513731,0.180768319,0.022491104,0.057068704,0.01327434,-0.037208845,0.00151718,0.155720281,0.131471475,0.793350468,45
1278,154,2513,18,3,25131803,1803,7/1/2025,32,4.858089137,99.47731258,65.46891645,243.5847082,0.113553844,0.008906021,-0.006694923,0.004875774,-0.056719834,0.000907411,0.031375221,0.030390817,0.903473918,60
1279,155,2513,19,1,25131901,1901,7/1/2025,32,25.85471158,816.7282981,47.11036684,978.2891413,0.261980196,0.036489165,0.106677179,0.016918861,-0.030780648,0.001410022,0.331215055,0.221511642,0.591458413,34
1280,156,2513,19,2,25131902,1902,7/1/2025,32,17.57790561,482.8212093,49.78174432,967.2875231,0.247881708,0.037848392,0.109239138,0.021115158,-0.030593384,0.001729999,0.29771804,0.209082009,0.513443065,21
1281,157,2513,19,3,25131903,1903,7/1/2025,32,22.80189245,797.6299561,45.38805628,964.3605506,0.263472531,0.039113759,0.11179311,0.018529373,-0.035113243,0.001356198,0.330742801,0.221352001,0.620775765,25
1282,158,2513,20,1,25132001,2001,7/1/2025,32,35.42535158,843.2835642,39.44601548,1205.173049,0.312291465,0.043174632,0.142890927,0.020698547,-0.021142134,0.001448973,0.452142156,0.247709627,0.64571866,34
1283,159,2513,20,2,25132002,2002,7/1/2025,32,37.51743504,1038.04691,39.16163471,1296.93438,0.319925195,0.046991032,0.146971486,0.022292355,-0.023418217,0.001621282,0.469423921,0.249065103,0.500346311,18
1284,160,2513,20,3,25132003,2003,7/1/2025,32,25.4434024,937.9625546,58.59581788,1126.407368,0.216383736,0.036874105,0.068882966,0.016291146,-0.047139764,0.001164721,0.263167939,0.193910575,0.666150229,28
1285,161,2513,21,1,25132101,2101,7/1/2025,32,38.05927259,1002.860329,39.48817275,1278.353028,0.324577624,0.043139561,0.149968922,0.021897254,-0.009996046,0.002535588,0.47292655,0.249267028,0.559567642,22
1286,162,2513,21,2,25132102,2102,7/1/2025,32,33.88626884,929.4596274,46.33864187,1291.963696,0.287331845,0.041926935,0.122960685,0.020820556,-0.019042483,0.002163443,0.405610228,0.241090571,0.620834852,25
1287,163,2513,21,3,25132103,2103,7/1/2025,32,28.42081584,646.2031016,51.73574741,1088.808592,0.249169175,0.03363498,0.094694334,0.016467956,-0.028426809,0.001388742,0.312373889,0.214796442,0.647133874,32
1288,164,2513,22,1,25132201,2201,7/1/2025,32,18.8643749,460.3684168,71.18533886,866.7720389,0.146116382,0.026165964,0.022956452,0.013246583,-0.052887779,0.001271258,0.152799738,0.129451978,0.707952826,35
1289,165,2513,22,2,25132202,2202,7/1/2025,32,31.1016658,782.1470021,50.47384606,1154.142392,0.26246825,0.03677684,0.105388161,0.017232821,-0.035385856,0.001713184,0.354508029,0.228832086,0.601673137,34
1290,166,2513,22,3,25132203,2203,7/1/2025,32,29.47400136,739.910292,44.75798227,1265.572234,0.302974578,0.042521486,0.145280525,0.021560789,-0.018640179,0.001965181,0.418786639,0.24340439,0.431964419,16
1291,167,2513,23,1,25132301,2301,7/1/2025,32,29.26839638,622.1309504,45.04834843,1235.682205,0.304369958,0.04092836,0.143147318,0.021958095,-0.012308758,0.001606499,0.414422762,0.242676536,0.829794215,50
1292,168,2513,23,2,25132302,2302,7/1/2025,32,29.22304904,751.0156674,48.94160328,1226.302734,0.274714764,0.039065961,0.114055927,0.019179967,-0.023371694,0.001473958,0.364379753,0.231607149,0.615415459,30
1293,169,2513,23,3,25132303,2303,7/1/2025,32,25.53290083,560.2649454,50.49778118,1092.234822,0.25891522,0.035435227,0.105588645,0.01807462,-0.02399825,0.001667792,0.322493594,0.218491476,0.786701177,34
1294,170,2513,24,1,25132401,2401,7/1/2025,32,36.16742106,651.2233745,34.59740415,1001.424858,0.375764524,0.034634363,0.191980194,0.019039314,0.001723124,0.001555428,0.525222228,0.249363839,0.871213502,51
1295,171,2513,24,2,25132402,2402,7/1/2025,32,34.06818925,766.0577071,41.23713615,1063.725855,0.337307301,0.035468787,0.159099416,0.017954743,-0.010745214,0.001664809,0.462525891,0.248595691,0.406984798,14
1296,172,2513,24,3,25132403,2403,7/1/2025,32,12.83644592,265.961554,74.38720251,514.4957355,0.150811692,0.01347014,0.020182395,0.007147365,-0.049373729,0.001055254,0.079854958,0.073478144,0.703842088,34
1297,1001,2514,1,1,25140101,101,7/1/2025,32,32.53540064,880.5833892,41.14409533,1090.899459,0.307453937,0.043035102,0.134095918,0.022151083,-0.035392937,0.001733397,0.421998582,0.243915779,0.540908014,16
1298,1002,2514,1,2,25140102,102,7/1/2025,32,39.55699171,1210.530892,36.97714878,1018.588494,0.33338155,0.042282411,0.145886254,0.018971257,-0.040159987,0.001288013,0.464523342,0.248741407,0.543568994,22
1299,1003,2514,1,3,25140103,103,7/1/2025,32,24.85621218,916.7508183,50.01663305,936.5134898,0.235531971,0.035930931,0.077482246,0.016448943,-0.054356729,0.001185583,0.273837431,0.198850492,0.672043893,31
1300,1004,2514,1,4,25140104,104,7/1/2025,32,32.43263881,875.9177108,36.92625177,1024.335347,0.318687929,0.043164461,0.14619643,0.021768157,-0.035759035,0.001280894,0.453201702,0.247809919,0.351675993,11
1301,1005,2514,1,5,25140105,105,7/1/2025,32,30.93870651,821.2116974,40.0201167,924.1251979,0.291861261,0.040025405,0.123385942,0.019960295,-0.03751426,0.001415019,0.405987567,0.241161662,0.582224491,21
1302,1006,2514,2,1,25140201,201,7/1/2025,32,30.76580311,852.3152636,43.40103081,1182.962319,0.281291298,0.046101972,0.116841519,0.022677138,-0.037471613,0.001707149,0.414916826,0.242760853,0.549660062,22
1303,1007,2514,2,2,25140202,202,7/1/2025,32,22.04019415,585.9596083,46.07354385,983.05584,0.230323319,0.041287658,0.086843164,0.02039934,-0.044301157,0.001380699,0.317681065,0.216759806,0.266977728,8
1304,1008,2514,2,3,25140203,203,7/1/2025,32,19.51323574,686.0200601,50.75115728,863.1717421,0.184929654,0.034366252,0.047483747,0.014950389,-0.052548332,0.000971958,0.221940514,0.172682922,0.777528663,40
1305,1009,2514,2,4,25140204,204,7/1/2025,32,27.31639666,851.2750363,37.1141548,1120.799556,0.281005842,0.048733645,0.127354326,0.023752233,-0.029341764,0.001139795,0.400725468,0.240144567,0.240348511,6
1306,1010,2514,2,5,25140205,205,7/1/2025,32,35.1747369,1096.150747,33.52841485,1044.080913,0.316395216,0.044428695,0.148976445,0.019697496,-0.022808613,0.001041393,0.450515295,0.247551264,0.388319784,15
1307,1011,2514,3,1,25140301,301,7/1/2025,32,21.80438338,615.6909349,62.0120543,1089.522645,0.174008404,0.033634289,0.045245315,0.015492236,-0.061723619,0.001089121,0.20894668,0.165287965,0.718839999,38
1308,1012,2514,3,2,25140302,302,7/1/2025,32,24.06097029,784.6056312,54.40053421,1029.283619,0.205554094,0.036352689,0.066157511,0.016178795,-0.055922323,0.001300858,0.254401744,0.189681497,0.667663088,32
1309,1013,2514,3,3,25140303,303,7/1/2025,32,22.72828666,790.6235622,53.04599275,1130.973997,0.216307363,0.040716337,0.075265201,0.019141311,-0.052046098,0.001524714,0.290283876,0.206019147,0.779707662,39
1310,1014,2514,3,4,25140304,304,7/1/2025,32,24.95674571,677.7610345,46.67807033,1109.651327,0.251329866,0.041761627,0.102312813,0.020039531,-0.041992024,0.001313685,0.353066231,0.228410467,0.773453876,48
1311,1015,2514,3,5,25140305,305,7/1/2025,32,24.21059231,909.6462225,52.18725979,1156.605435,0.219144144,0.041201043,0.082822434,0.018422901,-0.041644766,0.001231275,0.285959604,0.204186709,0.517369591,18
1312,1016,2514,4,1,25140401,401,7/1/2025,32,28.83456925,1106.523832,52.13798254,1190.601154,0.232507924,0.042464775,0.082819591,0.017872254,-0.048009609,0.001657485,0.322246456,0.218403678,0.633106113,27
1313,1017,2514,4,2,25140402,402,7/1/2025,32,18.44974641,432.6562655,50.19256694,901.9553864,0.212302364,0.035431639,0.084488911,0.018537345,-0.038672099,0.001476649,0.26735562,0.195876592,0.727304208,37
1314,1018,2514,4,3,25140403,403,7/1/2025,32,19.43370505,544.4125761,47.91716334,978.8658098,0.211797145,0.039757561,0.082195209,0.020058801,-0.036869201,0.001439383,0.280748153,0.201928627,0.707169027,27
1315,1019,2514,4,4,25140404,404,7/1/2025,32,29.55047723,866.9069557,38.31241887,930.7105863,0.263498896,0.039105065,0.107990061,0.016805795,-0.027502252,0.001144909,0.368693755,0.23275867,0.563080961,25
1316,1020,2514,4,5,25140405,405,7/1/2025,32,24.79935107,725.6605525,44.87950158,934.397454,0.234855069,0.037586135,0.095562976,0.017869429,-0.029124145,0.00148162,0.313911004,0.215370886,0.662024717,30
1317,1021,2514,5,1,25140501,501,7/1/2025,32,26.32619301,893.1898944,51.42097401,1231.312058,0.225183841,0.046397856,0.078009865,0.021384636,-0.042333191,0.00172871,0.33071703,0.221343276,0.561098757,22
1318,1022,2514,5,2,25140502,502,7/1/2025,32,24.87802285,869.7981481,51.85462525,1140.953432,0.213711505,0.041969724,0.069476539,0.019227387,-0.0441678,0.001369476,0.293355871,0.207298204,0.593919732,25
1319,1023,2514,5,3,25140503,503,7/1/2025,32,25.29441915,847.798456,50.07617438,1142.433511,0.224462755,0.042563163,0.077382279,0.019593174,-0.04096382,0.001460856,0.31028654,0.214008803,0.659606657,34
1320,1024,2514,5,4,25140504,504,7/1/2025,32,24.42882839,662.7949578,46.22946065,1122.430517,0.248313003,0.043108537,0.104189221,0.021343382,-0.029233585,0.001404369,0.347941024,0.226878068,0.531148617,22
