fid,id,Trial,Row,Column,,MasonPlot#,,,709ExG_mean,709ExG_variance,709ExR_mean,709ExR_variance,709gNDVI_mean,709gNDVI_variance,709gNDRE_mean,709gNDRE_variance,709NDVI_mean,709NDVI_variance,709THRESH_mean,709THRESH_variance,709PltCounts_,709HA_mean
1086,130,2511,10,3,25111003,1003,7/09/2025,40,20.65661599,622.5086358,52.38403716,1247.667174,0.215649271,0.055736638,0.074260443,0.032022025,-0.05499078,0.00251812,0.38384009,0.236506875,0.895211709,161
1087,131,2511,11,1,25111101,1101,7/09/2025,40,23.52397183,699.5081296,51.58798874,1229.797796,0.240465569,0.047174025,0.090435391,0.026757926,-0.048352686,0.00200102,0.407690141,0.24147889,0.940741146,177
1088,132,2511,11,2,25111102,1102,7/09/2025,40,21.62626775,966.7938378,57.92483097,1406.665437,0.197741407,0.050759721,0.053490862,0.026566572,-0.062663737,0.00189738,0.330037187,0.221112642,0.87970473,139
1089,133,2511,11,3,25111103,1103,7/09/2025,40,18.50518251,602.0856536,60.41083258,1037.044295,0.182237209,0.039922286,0.043108392,0.021089451,-0.062938617,0.001549788,0.322189049,0.218383266,0.958918091,197
1090,134,2511,12,1,25111201,1201,7/09/2025,40,23.58223749,660.8533234,47.59165938,1218.560356,0.262902947,0.047718422,0.115089636,0.026808772,-0.04073959,0.00230222,0.452454031,0.247739381,0.933203324,209
1091,135,2511,12,2,25111202,1202,7/09/2025,40,10.27070485,319.9613279,66.55587846,930.0685015,0.149933496,0.035977792,0.029378793,0.022203529,-0.059106859,0.002481302,0.25879305,0.191819207,0.83678714,195
1092,136,2511,12,3,25111203,1203,7/09/2025,40,26.57189515,751.0415763,47.49859503,1088.25359,0.267227686,0.044867268,0.110407375,0.023078025,-0.03964048,0.002030653,0.474110989,0.249329759,0.953303563,300
1093,137,2511,13,1,25111301,1301,7/09/2025,40,17.37148086,392.5735729,51.89329956,1141.892814,0.231625973,0.044872657,0.093135169,0.027520754,-0.038554488,0.002951299,0.407010135,0.241352885,0.907659218,232
1094,138,2511,13,2,25111302,1302,7/09/2025,40,14.72670947,426.5145879,58.92154442,1059.866205,0.185327253,0.040868835,0.050325129,0.02388697,-0.052632877,0.002544903,0.324828208,0.219314843,0.919014983,225
1095,139,2511,13,3,25111303,1303,7/09/2025,40,21.74515657,412.5324867,47.75952917,855.9153477,0.260022065,0.039549557,0.109601925,0.022431967,-0.033546123,0.002113695,0.456211985,0.24808261,0.957624029,266
1096,140,2511,14,1,25111401,1401,7/09/2025,40,31.7790606,760.9035399,38.26869228,1134.55285,0.320116812,0.046219237,0.151205827,0.026859552,-0.03109505,0.002247829,0.537339491,0.248605762,0.983468815,175
1097,141,2511,14,2,25111402,1402,7/09/2025,40,17.05770206,440.100951,51.63511686,1081.650671,0.218546167,0.043577679,0.075490625,0.027213099,-0.045364636,0.002789295,0.371500986,0.233488003,0.962980515,223
1098,142,2511,14,3,25111403,1403,7/09/2025,40,17.68285127,333.192373,51.05431605,808.163607,0.229647476,0.036868435,0.081690735,0.022076113,-0.042020701,0.002148728,0.39949869,0.239899487,0.990668173,296
1099,143,2511,15,1,25111501,1501,7/09/2025,40,17.88803491,277.7476834,48.11516328,723.1067833,0.230390344,0.031587844,0.084382612,0.01918398,-0.037045798,0.002036838,0.368271396,0.232647575,0.989920347,224
1100,144,2511,15,2,25111502,1502,7/09/2025,40,10.32912854,209.2266878,61.78799944,689.7544873,0.139530784,0.025780878,0.012300987,0.015920311,-0.06194,0.001698448,0.195945375,0.157550785,0.863931319,138
1101,145,2511,15,3,25111503,1503,7/09/2025,40,14.78257563,229.3126219,53.5493437,698.8718609,0.207275344,0.032285566,0.066230269,0.020054079,-0.043715942,0.001944687,0.32319306,0.218739306,0.981045073,206
1102,146,2511,16,1,25111601,1601,7/09/2025,40,20.56726085,355.6190222,49.23610713,742.0202705,0.258223912,0.0276909,0.104191382,0.016787415,-0.031390016,0.001749792,0.399960576,0.239992114,0.989008585,222
1103,147,2511,16,2,25111602,1602,7/09/2025,40,13.28696117,275.5527013,57.34450545,800.6221049,0.193601078,0.028327899,0.055211688,0.017952027,-0.044179575,0.001915813,0.268603767,0.196455783,0.924930289,170
1104,148,2511,16,3,25111603,1603,7/09/2025,40,12.22936736,221.5188795,59.92765477,591.7171815,0.169195922,0.022972249,0.030816301,0.01360037,-0.053843012,0.001208564,0.21666385,0.169720626,0.94919981,130
1105,149,2511,17,1,25111701,1701,7/09/2025,40,16.2214336,349.1393632,51.12867483,813.9171429,0.233385854,0.032448215,0.084060076,0.019737906,-0.036477637,0.001885378,0.332516547,0.221949293,0.964090412,149
1106,150,2511,17,2,25111702,1702,7/09/2025,40,9.865384615,222.2171811,61.95996171,569.8619694,0.155827981,0.017283638,0.022882697,0.010136319,-0.055950062,0.001106565,0.169670008,0.140882096,0.899205308,155
1107,151,2511,17,3,25111703,1703,7/09/2025,40,12.24643722,197.6527819,58.59094235,524.459488,0.181011338,0.021470326,0.039531893,0.012294845,-0.050176929,0.001208263,0.229792148,0.176987717,0.931871617,147
1108,152,2511,18,1,25111801,1801,7/09/2025,40,16.26486486,274.1092948,55.4464527,746.7143417,0.223343064,0.026223734,0.072621693,0.016017495,-0.035687555,0.001746507,0.322072072,0.218341652,0.977709328,197
1109,153,2511,18,2,25111802,1802,7/09/2025,40,9.563587722,209.0903948,66.08335117,620.9609655,0.155623999,0.019112119,0.020658823,0.011450679,-0.05326096,0.001179235,0.175387215,0.14462654,0.887617103,119
1110,154,2511,18,3,25111803,1803,7/09/2025,40,17.36783422,341.4372287,53.78928371,819.8615351,0.238602004,0.032004979,0.085295674,0.018291717,-0.032116406,0.001777557,0.368312873,0.232658501,0.937952279,225
1111,155,2511,19,1,25111901,1901,7/09/2025,40,22.76737704,397.8962539,51.42716702,903.3102909,0.257388355,0.032187487,0.107238654,0.018745118,-0.027674252,0.001918798,0.420708876,0.243712918,0.965607742,281
1112,156,2511,19,2,25111902,1902,7/09/2025,40,9.456506435,499.3294071,76.10872688,908.4973792,0.109965437,0.029141204,-0.008457214,0.016042701,-0.06736283,0.001541648,0.136521078,0.117883073,0.469769053,27
1113,157,2511,19,3,25111903,1903,7/09/2025,40,17.25199223,370.234954,59.59488076,948.8444778,0.207460095,0.034052564,0.069244722,0.018640732,-0.042989101,0.001643492,0.323064793,0.218693933,0.962782729,174
1114,158,2511,20,1,25112001,2001,7/09/2025,40,22.9548705,514.3118428,53.01798985,1200.575724,0.25518955,0.0429137,0.110793798,0.024451474,-0.032618,0.002364256,0.420974099,0.243754907,0.976725112,233
1115,159,2511,20,2,25112002,2002,7/09/2025,40,6.108496143,279.9131202,82.11597883,736.5105791,0.078540365,0.028497612,-0.025519439,0.017199705,-0.080366635,0.001437946,0.123613535,0.108333229,0.40391871,61
1116,160,2511,20,3,25112003,2003,7/09/2025,40,13.31939635,490.3667756,71.44236281,974.2780006,0.133156664,0.035394013,0.013907295,0.018149161,-0.068126296,0.001450049,0.208435397,0.164990082,0.782024643,106
1117,161,2511,21,1,25112101,2101,7/09/2025,40,19.90127317,444.9292142,55.4708974,1095.9602,0.22008362,0.039041894,0.076738072,0.023387565,-0.043732778,0.002343222,0.373556419,0.234012021,0.98108118,252
1118,162,2511,21,2,25112102,2102,7/09/2025,40,4.365136581,221.0872892,82.24357646,594.685068,0.057164852,0.02021379,-0.050236865,0.011898642,-0.087980919,0.00123043,0.097014925,0.08760303,0.478748223,53
1119,163,2511,21,3,25112103,2103,7/09/2025,40,25.88060963,902.3389589,56.12834887,1289.955796,0.221635796,0.047717444,0.065708665,0.022474204,-0.062772515,0.001356018,0.370256641,0.233166661,0.964072839,174
1120,164,2511,22,1,25112201,2201,7/09/2025,40,26.06040722,568.7866577,49.00909629,1263.283406,0.266989356,0.04676526,0.108582353,0.02870448,-0.034434062,0.002744648,0.460615619,0.24844887,0.983231263,244
1121,165,2511,22,2,25112202,2202,7/09/2025,40,23.76954709,997.0167427,59.51303513,1655.945894,0.206339433,0.062318129,0.0562339,0.035233949,-0.063688399,0.002422715,0.347200315,0.226652256,0.777951952,89
1122,166,2511,22,3,25112203,2203,7/09/2025,40,22.05615636,361.0668589,52.14576433,1139.198064,0.250527005,0.044973277,0.09953947,0.027349334,-0.038272507,0.002834612,0.457924975,0.248229692,0.964950971,317
1123,167,2511,23,1,25112301,2301,7/09/2025,40,33.65799476,683.9311502,41.17441789,1455.764266,0.325839945,0.05360429,0.15631454,0.033447456,-0.024193155,0.003149773,0.562857223,0.246048969,0.976124082,206
1124,168,2511,23,2,25112302,2302,7/09/2025,40,24.24576868,768.3995093,57.90480159,1473.897631,0.2170523,0.053610308,0.07051741,0.030911067,-0.052319984,0.00269845,0.360556479,0.230555504,0.885158656,142
1125,169,2511,23,3,25112303,2303,7/09/2025,40,27.21245916,663.667095,52.23743383,1349.658825,0.253095393,0.052988348,0.098115489,0.029715173,-0.045948013,0.002580693,0.431395742,0.245293456,0.980060148,176
1126,170,2511,24,1,25112401,2401,7/09/2025,40,31.56405273,569.2602063,46.08766267,1251.844881,0.328889899,0.044474723,0.160238079,0.029075201,-0.012014804,0.002843664,0.507154527,0.249948813,0.945830675,154
1127,171,2511,24,2,25112402,2402,7/09/2025,40,23.3350138,390.1333299,56.72997241,1256.731341,0.272901013,0.042333621,0.117276403,0.029627435,-0.023433786,0.003143711,0.419900862,0.243584128,0.915954286,196
1128,172,2511,24,3,25112403,2403,7/09/2025,40,26.33197172,281.4328548,46.75759078,924.9504064,0.32444846,0.033580127,0.161067503,0.022359642,-0.002276813,0.002954542,0.538496211,0.248518042,0.985217724,261
1129,101,2512,1,1,25120101,101,7/09/2025,40,17.45104334,300.6269223,59.13490467,985.2294168,0.220764005,0.034334043,0.068032838,0.023255539,-0.028822576,0.002737837,0.334178142,0.222503111,0.825213699,94
1130,102,2512,1,2,25120102,102,7/09/2025,40,17.43253521,254.2471386,58.10732395,759.7490589,0.213564279,0.027978526,0.060538507,0.018109339,-0.032990697,0.002033344,0.298873239,0.209548026,0.94396646,183
1131,103,2512,1,3,25120103,103,7/09/2025,40,25.8708905,388.9019717,43.0733076,840.128346,0.312171344,0.034878564,0.139728368,0.022309343,-0.009723139,0.002468452,0.522494859,0.249493981,0.99054059,286
1132,105,2512,2,1,25120201,201,7/09/2025,40,19.04020383,255.8558684,60.64463527,996.0548859,0.201804782,0.033775127,0.053066662,0.021177639,-0.035727656,0.002445711,0.330921479,0.221412454,0.881156356,142
1133,106,2512,2,2,25120202,202,7/09/2025,40,19.80273679,275.6599835,57.10391372,945.8446031,0.215970478,0.032301095,0.062837827,0.020272869,-0.034008386,0.002400815,0.365159365,0.231818003,0.962016549,293
1134,107,2512,2,3,25120203,203,7/09/2025,40,21.11978257,282.7390178,53.21714077,957.0245149,0.238444114,0.033283592,0.082885884,0.020901023,-0.032838776,0.002229235,0.398946657,0.239788222,0.953210725,248
1135,109,2512,3,1,25120301,301,7/09/2025,40,22.41446998,330.5666679,59.74842854,1096.070859,0.20643925,0.039874563,0.053876796,0.024854833,-0.04244114,0.002645194,0.358510758,0.229980794,0.864943681,134
1136,110,2512,3,2,25120302,302,7/09/2025,40,21.98223286,344.5652763,58.01328452,967.7814037,0.217561072,0.034643767,0.074507057,0.021327508,-0.039016888,0.002378658,0.365986203,0.232040302,0.952993712,247
1137,111,2512,3,3,25120303,303,7/09/2025,40,18.6890735,320.8734458,61.43521825,907.8842872,0.197021017,0.030730024,0.057867945,0.018303504,-0.04958554,0.002020068,0.325654745,0.219603732,0.976048559,231
1138,113,2512,4,1,25120401,401,7/09/2025,40,24.27380282,492.4553982,52.87509858,1219.578463,0.232760981,0.044275621,0.073948163,0.026384086,-0.041375738,0.002735072,0.416816901,0.243080572,0.916888419,182
1139,114,2512,4,2,25120402,402,7/09/2025,40,24.90166474,518.8159689,52.26434185,974.9977099,0.247268796,0.03759855,0.096207132,0.021915091,-0.03511688,0.002510694,0.424354244,0.24427772,0.989245352,261
1140,115,2512,4,3,25120403,403,7/09/2025,40,22.37600338,402.4325125,55.45783973,944.0031222,0.227223693,0.035284951,0.079714917,0.020376424,-0.042567398,0.003054052,0.402281369,0.240451069,0.986329585,313
1141,117,2512,5,1,25120501,501,7/09/2025,40,20.97550193,510.8233235,55.98138147,1109.82407,0.219073648,0.043788356,0.061866309,0.025496003,-0.027651593,0.002968784,0.378621913,0.23526736,0.916689449,144
1142,118,2512,5,2,25120502,502,7/09/2025,40,29.604257,625.7598242,43.43208514,1032.30289,0.313665398,0.040443491,0.129059144,0.024005204,0.01934685,0.002772773,0.53232164,0.248955312,0.994641002,284
1143,119,2512,5,3,25120503,503,7/09/2025,40,24.28690557,543.8228576,50.35395537,1029.930187,0.265074781,0.042758316,0.090155406,0.024564417,0.014937661,0.003215974,0.452670723,0.24775994,0.981300235,265
1144,121,2512,6,1,25120601,601,7/09/2025,40,27.27605531,878.0785906,49.85581932,1320.334,0.245560078,0.04958093,0.078852005,0.027406995,-0.041668572,0.002289255,0.423727859,0.244182561,0.843258417,118
1145,122,2512,6,2,25120602,602,7/09/2025,40,27.30697753,603.6184415,46.10999043,1005.738261,0.27568098,0.04233645,0.101997803,0.026151313,-0.021091613,0.002537018,0.490229205,0.249904532,0.977689475,305
1146,123,2512,6,3,25120603,603,7/09/2025,40,25.63409481,509.8227907,47.49192981,942.2181298,0.268324087,0.041401645,0.09654285,0.025799297,-0.020380959,0.002656153,0.482070928,0.249678548,0.976469945,352
1147,125,2512,7,1,25120701,701,7/09/2025,40,20.73342911,439.7489067,55.52298373,1027.122032,0.215142146,0.04024473,0.062833141,0.023636171,-0.044872663,0.002351071,0.404208569,0.240824002,0.870094599,199
1148,126,2512,7,2,25120702,702,7/09/2025,40,26.64375035,554.0247507,47.55851967,975.2353487,0.263533963,0.039032531,0.093799821,0.022487147,-0.033683085,0.002051125,0.463442798,0.248663571,0.975085206,236
1149,127,2512,7,3,25120703,703,7/09/2025,40,21.40853161,493.6740424,52.48783893,978.987194,0.227736213,0.040158801,0.067439079,0.02250977,-0.040083536,0.002210783,0.395945375,0.239172635,0.984616787,269
1150,129,2512,8,1,25120801,801,7/09/2025,40,25.71783029,641.2201521,47.4848396,1252.762385,0.280242464,0.048962947,0.119771397,0.028616712,-0.025738872,0.002623057,0.480750275,0.249629448,0.897925704,139
1151,130,2512,8,2,25120802,802,7/09/2025,40,25.22791798,589.0213409,47.40012391,999.2369212,0.28353151,0.03895899,0.11078828,0.022632445,-0.017943587,0.002456037,0.478931951,0.249556137,0.961521636,296
1152,131,2512,8,3,25120803,803,7/09/2025,40,25.03742397,527.5614233,48.1148682,936.8621255,0.277781798,0.037426228,0.101720579,0.021802788,-0.019961544,0.002477756,0.47876774,0.249549191,0.9848344,302
1153,133,2512,9,1,25120901,901,7/09/2025,40,22.57599482,564.4013117,50.17475572,1112.493012,0.236435218,0.045324592,0.089144312,0.026153778,-0.033761132,0.002606794,0.427300121,0.244714728,0.913186913,170
1154,134,2512,9,2,25120902,902,7/09/2025,40,28.19941985,597.5470572,43.04125831,959.8008151,0.289098603,0.041991772,0.124193995,0.024323333,-0.025150109,0.002536677,0.515996395,0.249744115,0.985765579,322
1155,135,2512,9,3,25120903,903,7/09/2025,40,22.44021402,546.9628999,48.73953252,927.3501518,0.237504608,0.041071095,0.086460801,0.022699034,-0.039340616,0.002489216,0.417403548,0.243177826,0.989355885,282
1156,137,2512,10,1,25121001,1001,7/09/2025,40,18.84944934,531.9695887,58.58667154,1031.293247,0.185844288,0.043054965,0.046395243,0.025381942,-0.048784226,0.002622095,0.323972622,0.219014362,0.856653362,121
1157,138,2512,10,2,25121002,1002,7/09/2025,40,26.9622955,594.8486614,46.59435135,863.2813084,0.266184993,0.036927073,0.105592635,0.020221774,-0.029791093,0.001927251,0.461098753,0.248486693,0.953828767,291
1158,139,2512,10,3,25121003,1003,7/09/2025,40,24.6204916,571.0320018,49.51897401,960.1154616,0.252872035,0.040553798,0.097959008,0.022768264,-0.035963503,0.002277844,0.443562238,0.246814779,0.965006926,277
1159,141,2512,11,1,25121101,1101,7/09/2025,40,16.40701932,483.3586438,59.32035379,1046.141453,0.178390534,0.040156598,0.046130451,0.022181296,-0.050582599,0.002206548,0.320179145,0.21766446,0.841030875,128
1160,142,2512,11,2,25121102,1102,7/09/2025,40,19.68719191,464.5951738,52.36691361,975.8163994,0.212436933,0.040346189,0.073857678,0.023249995,-0.043352862,0.002701456,0.378073857,0.235134016,0.970270861,268
1161,143,2512,11,3,25121103,1103,7/09/2025,40,16.61744003,405.3211273,57.51794684,939.2622517,0.176495721,0.038378305,0.044910391,0.021960535,-0.058624526,0.00263007,0.330132898,0.221145168,0.955688819,286
1162,145,2512,12,1,25121201,1201,7/09/2025,40,18.50026745,548.6904718,56.31902254,1115.205379,0.201965046,0.043206686,0.061273963,0.023767402,-0.047504263,0.002444657,0.356634104,0.22944622,0.859192155,156
1163,146,2512,12,2,25121202,1202,7/09/2025,40,19.16213781,491.5789263,52.19220005,960.4369636,0.219299093,0.038481295,0.076307215,0.021838616,-0.046905193,0.0025348,0.368597415,0.232733361,0.940978108,218
1164,147,2512,12,3,25121203,1203,7/09/2025,40,21.36951195,522.58111,48.97638345,1010.706214,0.242995811,0.042838521,0.094469956,0.024736161,-0.045244682,0.002842347,0.416570447,0.24303951,0.949600817,227
1165,149,2512,13,1,25121301,1301,7/09/2025,40,15.99501549,398.6377392,55.26197689,951.8761417,0.195975969,0.037883316,0.059440464,0.022039295,-0.043147653,0.002623683,0.337257111,0.223514752,0.891309103,172
1166,150,2512,13,2,25121302,1302,7/09/2025,40,20.47693478,471.8872398,48.63674102,894.3168621,0.235520968,0.042717238,0.087721823,0.024417046,-0.040437827,0.002938695,0.420975555,0.243755137,0.958827711,294
1167,151,2512,13,3,25121303,1303,7/09/2025,40,19.50685664,410.6814569,48.69631402,828.1354522,0.228203385,0.040385669,0.082315918,0.022949706,-0.045308496,0.003013239,0.410413088,0.241974185,0.957437888,270
1168,153,2512,14,1,25121401,1401,7/09/2025,40,19.30749732,476.0766277,52.59069453,897.5892628,0.220938365,0.03834197,0.072169246,0.022838438,-0.039157852,0.002382026,0.366839407,0.232268257,0.908590489,171
1169,154,2512,14,2,25121402,1402,7/09/2025,40,25.0545009,540.9608365,42.93548897,833.0465641,0.286090397,0.03844493,0.125858487,0.022589651,-0.024421879,0.002507966,0.48191753,0.249673024,0.992017205,279
1170,155,2512,14,3,25121403,1403,7/09/2025,40,20.86870195,446.1838479,46.14574026,765.2143911,0.255223281,0.035751379,0.102855279,0.02003877,-0.03281044,0.002460389,0.427690315,0.244771309,0.987477671,261
1171,157,2512,15,1,25121501,1501,7/09/2025,40,11.78868243,304.7139598,60.73465089,647.9806703,0.157844135,0.025440654,0.020788655,0.014718741,-0.051994904,0.001529153,0.233783784,0.179128926,0.851643244,108
1172,158,2512,15,2,25121502,1502,7/09/2025,40,15.22918602,322.5960646,50.30110652,657.0292855,0.210480485,0.030882761,0.062893984,0.017998149,-0.040048679,0.001683271,0.336092575,0.223134356,0.969379386,231
1173,159,2512,15,3,25121503,1503,7/09/2025,40,15.25966602,355.1296393,52.10076878,762.1045121,0.200413712,0.034888256,0.053358326,0.019965603,-0.047666339,0.001985556,0.332713807,0.22201533,0.969433508,240
1174,161,2512,16,1,25121601,1601,7/09/2025,40,11.36983215,267.1510466,64.88887574,549.6500563,0.148678714,0.017199219,0.007403065,0.009751158,-0.057792742,0.001104442,0.161681875,0.135540846,0.755103529,71
1175,162,2512,16,2,25121602,1602,7/09/2025,40,15.738757,352.1281701,58.01217651,599.8710307,0.185641452,0.018793228,0.028883482,0.009823203,-0.055080017,0.001350486,0.232491341,0.178439117,0.96155739,193
1176,163,2512,16,3,25121603,1603,7/09/2025,40,14.80295816,360.4443975,59.54337793,592.2847105,0.180499378,0.020255837,0.024991124,0.010738169,-0.058552846,0.001423147,0.231441048,0.177876089,0.957387865,148
1177,165,2512,17,1,25121701,1701,7/09/2025,40,13.82107546,296.2261196,63.32308385,561.5460319,0.166933499,0.01888617,0.010701861,0.010179768,-0.057989538,0.001039418,0.209149038,0.165405718,0.74642753,103
1178,166,2512,17,2,25121702,1702,7/09/2025,40,16.6090776,340.276451,56.21023764,668.1526937,0.190701794,0.022803822,0.017632144,0.012716154,-0.050578511,0.001456886,0.250929159,0.187963716,0.933197237,151
1179,167,2512,17,3,25121703,1703,7/09/2025,40,19.42527312,415.2227918,55.11982205,849.9708212,0.218341954,0.033775664,0.042082499,0.021134514,-0.042598812,0.001966116,0.318532492,0.217069544,0.94976578,202
1180,169,2512,18,1,25121801,1801,7/09/2025,40,16.59195111,285.4179559,59.39659232,783.0771265,0.217793861,0.026843753,0.066874541,0.016030834,-0.029998721,0.001868854,0.325137997,0.21942328,0.918255386,177
1181,170,2512,18,2,25121802,1802,7/09/2025,40,19.84533063,383.4645307,53.6129661,745.7306806,0.243610223,0.027082402,0.086581746,0.016114434,-0.023663122,0.002031402,0.369550524,0.232982934,0.98343055,231
1182,171,2512,18,3,25121803,1803,7/09/2025,40,15.32923086,306.5193143,56.68682231,733.292228,0.213378939,0.02862959,0.066899056,0.017683117,-0.030938454,0.002204755,0.309206635,0.213597892,0.954818014,204
1183,173,2512,19,1,25121901,1901,7/09/2025,40,15.10070666,314.3561692,64.04303048,846.9721529,0.185682664,0.028279923,0.049365896,0.017555835,-0.041206929,0.001845995,0.273318506,0.1986155,0.841881744,96
1184,174,2512,19,2,25121902,1902,7/09/2025,40,21.49050918,438.0356483,52.07839358,924.6942048,0.251789316,0.033512787,0.100217599,0.020313521,-0.028368902,0.001942698,0.404077954,0.240798961,0.985419021,261
1185,175,2512,19,3,25121903,1903,7/09/2025,40,14.95428185,401.8221315,62.63886605,808.5760273,0.184953532,0.027799142,0.046146006,0.016079529,-0.050393677,0.001594481,0.271775238,0.197913458,0.942109292,167
1186,177,2512,20,1,25122001,2001,7/09/2025,40,16.36232578,324.6612302,61.61838659,1079.360071,0.209483375,0.040047199,0.076711566,0.026373131,-0.033765566,0.002865133,0.345431508,0.226108581,0.833290802,111
1187,178,2512,20,2,25122002,2002,7/09/2025,40,20.32825266,366.0528689,50.12170509,996.6440843,0.270033256,0.035046429,0.123124667,0.022583005,-0.014846639,0.002527671,0.441060461,0.246526131,0.989939124,215
1188,179,2512,20,3,25122003,2003,7/09/2025,40,17.63841235,379.3877197,58.64130819,956.285694,0.221310297,0.033096703,0.081507476,0.019596418,-0.034446727,0.002252823,0.352122595,0.228132273,0.986511611,214
1189,181,2512,21,1,25122101,2101,7/09/2025,40,22.55177852,501.3049696,58.37775088,1179.166906,0.226504734,0.044530106,0.080956583,0.026452712,-0.042000071,0.002588269,0.398006027,0.239597229,0.850919563,165
1190,182,2512,21,2,25122102,2102,7/09/2025,40,23.4727283,488.7406819,52.49421338,1042.239113,0.246980847,0.037468602,0.102059409,0.021906917,-0.030701593,0.002444131,0.412722102,0.242382568,0.966351324,266
1191,183,2512,21,3,25122103,2103,7/09/2025,40,23.88680415,505.4014869,55.2642833,1203.947606,0.240988412,0.042710508,0.097415885,0.025476128,-0.038810328,0.002873052,0.405651341,0.241098331,0.963036544,236
1192,185,2512,22,1,25122201,2201,7/09/2025,40,25.63841951,448.6558147,55.47658556,1167.615227,0.241984286,0.043550613,0.089815272,0.025862012,-0.035766715,0.003072446,0.429452518,0.245023053,0.931615208,177
1193,186,2512,22,2,25122202,2202,7/09/2025,40,26.40558732,436.8129976,51.60054634,1046.442696,0.266053658,0.038094171,0.115679739,0.021832755,-0.03103197,0.002877367,0.467656087,0.248953871,0.986184522,339
1194,187,2512,22,3,25122203,2203,7/09/2025,40,21.6354727,397.2861967,58.68084147,1280.489526,0.227001749,0.047850394,0.091897035,0.029775981,-0.045193419,0.00348352,0.383930834,0.236527949,0.970343772,206
1195,189,2512,23,1,25122301,2301,7/09/2025,40,23.03046085,357.553195,56.49894428,1207.567396,0.243406668,0.045730952,0.095966671,0.029723909,-0.032311421,0.003306652,0.432420258,0.245432979,0.880427254,165
1196,190,2512,23,2,25122302,2302,7/09/2025,40,20.45391309,318.7153068,58.92562448,1091.278815,0.220558096,0.042314088,0.078563934,0.027233963,-0.03453066,0.003258603,0.360950745,0.230665305,0.955378951,211
1197,191,2512,23,3,25122303,2303,7/09/2025,40,21.07533089,358.8280904,61.85511122,1023.06313,0.204382385,0.038046191,0.058622446,0.022489767,-0.046380392,0.002829632,0.352520417,0.228249773,0.963945901,258
1198,193,2512,24,1,25122401,2401,7/09/2025,40,17.41594615,296.8668683,70.81999041,888.8567912,0.19201461,0.028703525,0.042557513,0.019816747,-0.043814154,0.002364923,0.255132791,0.19004005,0.730336669,93
1199,194,2512,24,2,25122402,2402,7/09/2025,40,22.02334488,333.0209132,55.09168988,1004.188666,0.274708052,0.033253731,0.119337558,0.021374685,-0.016194988,0.002507458,0.426205964,0.24455444,0.964513542,231
1200,195,2512,24,3,25122403,2403,7/09/2025,40,25.81587471,393.6128038,49.94501873,1064.314926,0.309892769,0.036676653,0.144436556,0.023238762,-0.013655998,0.002705777,0.498408585,0.249997467,0.97533902,240
1201,104,2512,1,4,25120104,104,7/09/2025,40,38.0117193,773.7122891,26.73241682,591.6645028,0.324483495,0.043238394,0.131655067,0.023976887,-0.038525077,0.001629877,0.565005493,0.245774286,0.962818503,195
1202,108,2512,2,4,25120204,204,7/09/2025,40,38.73075948,732.6845426,24.5645293,697.9951416,0.321490722,0.051409373,0.148089848,0.026938355,-0.031106954,0.00168449,0.577004309,0.244070336,0.967757222,210
1203,112,2512,3,4,25120304,304,7/09/2025,40,32.83155909,725.9545892,31.47094175,695.1320564,0.266634965,0.052335693,0.097960762,0.025962188,-0.049084873,0.001542442,0.502196688,0.249995175,0.941346942,250
1204,116,2512,4,4,25120404,404,7/09/2025,40,33.753197,723.8386432,29.60322798,620.2223345,0.28309345,0.049141856,0.102934329,0.02465748,-0.037632303,0.001548784,0.528561771,0.249184225,0.962362848,243
1205,120,2512,5,4,25120504,504,7/09/2025,40,30.55368409,661.950588,33.82168769,560.794225,0.246437458,0.044101271,0.073621036,0.020970135,-0.04011267,0.001614097,0.462539432,0.248596706,0.94524543,264
1206,124,2512,6,4,25120604,604,7/09/2025,40,36.02109027,767.8817143,27.29663795,636.7472235,0.286824943,0.048608933,0.115469954,0.024243427,-0.034085715,0.001622446,0.53111449,0.249031889,0.954361535,235
1207,128,2512,7,4,25120704,704,7/09/2025,40,33.35337838,699.8028827,33.94856418,643.4325168,0.229811524,0.047243926,0.062533056,0.022866633,-0.070461963,0.001613938,0.464132883,0.24871355,0.942657164,306
1208,132,2512,8,4,25120804,804,7/09/2025,40,33.43638412,711.5824779,31.93102787,594.3032048,0.244692046,0.04772818,0.079739814,0.023361746,-0.058072969,0.001800881,0.470036609,0.249102195,0.925199577,249
1209,136,2512,9,4,25120904,904,7/09/2025,40,31.10043078,615.9677553,33.89845989,596.5066696,0.228393532,0.046923684,0.068391923,0.022815039,-0.059792377,0.001514987,0.451839964,0.247680611,0.933784129,271
1210,140,2512,10,4,25121004,1004,7/09/2025,40,30.94897499,593.7126476,33.9038691,609.1676188,0.238717991,0.048666854,0.071156381,0.024723009,-0.062400883,0.001925036,0.462209957,0.248571913,0.920637235,263
1211,144,2512,11,4,25121104,1104,7/09/2025,40,29.34336807,541.8162859,33.24057447,535.5842225,0.245683974,0.045651118,0.081505574,0.022962293,-0.054163308,0.001842788,0.465587159,0.248815756,0.941890562,288
1212,148,2512,12,4,25121204,1204,7/09/2025,40,28.8323898,665.2097325,32.1102042,549.6723454,0.246205926,0.049284105,0.091030317,0.024327074,-0.04586927,0.001800558,0.45362625,0.247849475,0.93704777,225
