fid,id,Trial,Row,Column,MasonPlot#,layer,path,,723ExG_mean,723ExG_variance,723ExR_mean,723ExR_variance,723NDVI_mean,723NDVI_variance,723gNDVI_mean,723gNDVI_variance,723NDRE_mean,723NDRE_variance,723THRESH_mean,723THRESH_variance,723HA_mean,
1159,141,2512,11,1,25121101,1101,7/23/2025,55,45.44145915,463.9628792,-167.8185172,4753364.278,0.329345505,0.024736093,0.16460527,0.012976848,-0.023759374,0.001382308,0.663826999,0.223160715,0.989756115,178
1160,142,2512,11,2,25121102,1102,7/23/2025,55,42.64699457,414.1106331,-431.1020567,4095561.514,0.356748214,0.01846209,0.190029931,0.011357452,-0.020065647,0.001438692,0.708113718,0.206688681,1,366
1161,143,2512,11,3,25121103,1103,7/23/2025,55,51.95006556,542.4235883,-627.4993993,6035863.726,0.403827988,0.027546177,0.22836521,0.015911396,-0.026169365,0.00183428,0.808156687,0.155039456,0.998942918,258
1162,145,2512,12,1,25121201,1201,7/23/2025,55,38.24303583,422.7040153,175.4815323,5404180.97,0.322759137,0.02935391,0.170866817,0.016233062,-0.014233737,0.001992142,0.65962967,0.224518368,0.990176244,218
1163,146,2512,12,2,25121202,1202,7/23/2025,55,36.06136829,622.5354938,765.7770639,11076771.47,0.262416968,0.044405691,0.117900033,0.023942823,-0.04268524,0.002809608,0.535327052,0.248751999,0.9780374,281
1164,147,2512,12,3,25121203,1203,7/23/2025,55,48.30779944,596.0510075,-309.7548807,7777078.188,0.395036384,0.039647416,0.22920483,0.023010569,-0.020686651,0.002785844,0.780872795,0.171110473,0.983249184,247
1165,149,2512,13,1,25121301,1301,7/23/2025,55,37.55640206,422.4183051,166.0427136,4569343.785,0.374955159,0.032737764,0.228516423,0.019554232,-0.001374943,0.002129351,0.729854455,0.197166929,0.924527958,105
1166,150,2512,13,2,25121302,1302,7/23/2025,55,29.13155667,331.7782858,731.2494823,6341689.409,0.346910355,0.04633856,0.216836171,0.029973538,-0.007006665,0.003260833,0.663517462,0.22326204,0.957806292,174
1167,151,2512,13,3,25121303,1303,7/23/2025,55,41.30971494,444.7517449,-242.230619,5396144.845,0.392059126,0.029903353,0.233305061,0.018420529,-0.012287499,0.002222305,0.773399956,0.175252464,0.999033993,266
1168,153,2512,14,1,25121401,1401,7/23/2025,55,48.73772462,303.5612843,-867.925119,2339219.41,0.455878936,0.015007851,0.279057915,0.009991316,0.011002479,0.001195554,0.894314272,0.094516255,0.909760321,128
1169,154,2512,14,2,25121402,1402,7/23/2025,55,43.78753379,324.3318478,-756.0156116,3708326.954,0.434025893,0.022980393,0.26019896,0.016485682,0.009190323,0.001853175,0.845005051,0.130971515,0.97829138,199
1170,155,2512,14,3,25121403,1403,7/23/2025,55,45.24355473,367.2104539,-968.2348812,3811374.049,0.419064714,0.015442187,0.239497464,0.011074333,-0.013799395,0.001441595,0.853124317,0.125303217,1,304
1171,157,2512,15,1,25121501,1501,7/23/2025,55,30.28760651,438.2533924,169.0386335,4091543.364,0.317819185,0.031555534,0.16426763,0.018820504,-0.014203004,0.001836134,0.604626393,0.239053318,0.962451241,140
1172,158,2512,15,2,25121502,1502,7/23/2025,55,24.1971058,322.6626101,380.1629432,4683560.589,0.299027758,0.033176515,0.153876416,0.021631595,-0.015215111,0.002341481,0.563331058,0.245989177,0.995570705,207
1173,159,2512,15,3,25121503,1503,7/23/2025,55,16.07867715,361.2992608,2005.087983,9149538.57,0.113293397,0.038812761,-0.010672512,0.022368531,-0.081984252,0.002386179,0.23149817,0.177906767,0.923721863,197
1174,161,2512,16,1,25121601,1601,7/23/2025,55,28.22496245,310.1405977,35.57012681,4321218.565,0.320030792,0.025288246,0.160248202,0.015583089,-0.014344286,0.001589406,0.616714461,0.236377735,0.972986767,213
1175,162,2512,16,2,25121602,1602,7/23/2025,55,22.98539129,263.5969413,-63.19936653,6019615.54,0.306549557,0.026123132,0.144665299,0.01707263,-0.013579987,0.001901599,0.578149746,0.243892617,0.999052219,271
1176,163,2512,16,3,25121603,1603,7/23/2025,55,23.1349514,392.5272997,126.8793873,8170337.366,0.263443349,0.028409081,0.105785848,0.018399611,-0.031956023,0.002568608,0.480452113,0.24961788,0.997502734,228
1177,165,2512,17,1,25121701,1701,7/23/2025,55,22.01632586,378.8837325,523.0471873,4358722.937,0.24909634,0.030221999,0.101607178,0.017905688,-0.031784354,0.001791658,0.439788146,0.246374533,0.974845977,128
1178,166,2512,17,2,25121702,1702,7/23/2025,55,12.0769861,191.8381073,1431.123167,4963665.733,0.143070096,0.023034167,0.014307007,0.01473571,-0.061225556,0.001687133,0.199688669,0.159813105,0.996263692,210
1179,167,2512,17,3,25121703,1703,7/23/2025,55,27.36965427,377.4789,-39.14138915,5095851.457,0.321796366,0.033561932,0.161987673,0.021923186,-0.018938561,0.002478665,0.595117155,0.240952727,0.982192006,228
1180,169,2512,18,1,25121801,1801,7/23/2025,55,29.80318336,370.699469,-67.77827344,3217674.362,0.323898017,0.022527401,0.164328986,0.013235915,-0.007420459,0.001480786,0.605383859,0.238894242,0.98272028,133
1181,170,2512,18,2,25121802,1802,7/23/2025,55,35.51347808,411.9674204,-757.5808878,3583133.502,0.384418179,0.025302152,0.204968071,0.016709425,0.001899447,0.001882202,0.759169739,0.182831046,0.979021234,256
1182,171,2512,18,3,25121803,1803,7/23/2025,55,30.09776613,256.0737888,-680.1840186,3312933.546,0.38324166,0.020723049,0.206294921,0.01421484,0.00580864,0.001881891,0.748757442,0.188119735,0.997193008,251
1183,173,2512,19,1,25121901,1901,7/23/2025,55,41.7761031,475.7687867,-543.697936,4168950.34,0.392883451,0.030133031,0.218679247,0.016992753,0.000361637,0.001669584,0.74647772,0.189248734,0.964259026,96
1184,174,2512,19,2,25121902,1902,7/23/2025,55,30.40892214,516.6632949,-118.1799717,4966852.582,0.321867377,0.034671926,0.15965351,0.019548773,-0.0075706,0.001898599,0.595637217,0.240853523,0.989464859,193
1185,175,2512,19,3,25121903,1903,7/23/2025,55,32.84326199,519.0354692,-330.2366612,5878636.75,0.317319162,0.033775337,0.146809423,0.01872992,-0.016387844,0.00196548,0.602735612,0.239445394,0.997812853,227
1186,177,2512,20,1,25122001,2001,7/23/2025,55,30.4639727,316.2068727,18.18581828,4295732.588,0.36790562,0.028187331,0.216915808,0.016984739,0.017554415,0.00245312,0.693843003,0.21242489,0.937555819,113
1187,178,2512,20,2,25122002,2002,7/23/2025,55,23.90284528,247.3825112,290.481388,4496016.818,0.370242754,0.034317825,0.230461136,0.023758402,0.023959165,0.003132462,0.671263175,0.220668925,0.985929099,138
1188,179,2512,20,3,25122003,2003,7/23/2025,55,38.00385025,269.957687,-728.0008572,5158089.258,0.374394992,0.017043599,0.196188453,0.011833884,-0.003373392,0.002137523,0.764807078,0.179877211,0.999343784,430
1189,181,2512,21,1,25122101,2101,7/23/2025,55,43.94066408,390.2867146,-738.8732075,3320975.722,0.402141382,0.023813978,0.221563543,0.01341708,-0.000991347,0.001548665,0.780650975,0.17123503,0.973317295,157
1190,182,2512,21,2,25122102,2102,7/23/2025,55,42.17629071,563.6916125,-954.9668881,5000610.182,0.358500281,0.029517839,0.168836466,0.017331382,-0.008999281,0.002077501,0.697900456,0.21083541,0.996974447,216
1191,183,2512,21,3,25122103,2103,7/23/2025,55,40.68227489,346.8853173,-796.7115112,4414977.214,0.375407679,0.026170759,0.191116406,0.016738058,-0.007011344,0.002066088,0.734150603,0.195173495,0.999963544,291
1192,185,2512,22,1,25122201,2201,7/23/2025,55,43.64663481,283.0300272,-875.8377336,3244651.861,0.406061443,0.018855119,0.223020562,0.011530963,0.007548956,0.001655341,0.835303754,0.137571392,0.935298084,133
1193,186,2512,22,2,25122202,2202,7/23/2025,55,42.26109989,261.0624587,-950.6365193,3123127.623,0.421264033,0.016632459,0.237712752,0.011248111,0.006731069,0.001745991,0.854049478,0.124648967,0.998869871,303
1194,187,2512,22,3,25122203,2203,7/23/2025,55,37.41620692,431.6819365,-425.9216471,5114712.444,0.385110915,0.028913085,0.218946807,0.016870027,-0.002086251,0.002719084,0.7446332,0.190154597,0.97721722,209
1195,189,2512,23,1,25122301,2301,7/23/2025,55,40.89219889,368.3357563,-633.7550609,3770470.861,0.389014754,0.025182437,0.212262897,0.014888895,0.01266866,0.001801859,0.75851241,0.183171334,0.94430066,142
1196,190,2512,23,2,25122302,2302,7/23/2025,55,35.27731804,385.2374741,-687.047243,4556806.267,0.382672579,0.030350461,0.205650763,0.019659412,0.026228575,0.002790625,0.732568619,0.195911837,0.985090677,217
1197,191,2512,23,3,25122303,2303,7/23/2025,55,45.93614988,418.4531425,-1385.182199,4962900.768,0.384480058,0.020966837,0.183562615,0.013538883,-0.000756913,0.002026972,0.790998716,0.165319747,0.999763046,291
1198,193,2512,24,1,25122401,2401,7/23/2025,55,46.69124273,262.9442637,-1633.882357,2676539.017,0.430782863,0.018716387,0.220717376,0.012853247,0.022883757,0.002030501,0.860216815,0.120243846,0.9010298,122
1199,194,2512,24,2,25122402,2402,7/23/2025,55,41.98978923,469.7121923,-1715.177635,3525525.982,0.417569924,0.020420531,0.205452134,0.013432434,0.036321989,0.00232684,0.807933821,0.155176762,0.992490796,238
1200,195,2512,24,3,25122403,2403,7/23/2025,55,47.76072648,401.2959914,-1937.433451,3186877.152,0.466729459,0.016589472,0.251042156,0.012593375,0.039754043,0.002489755,0.886740407,0.100431858,0.957746992,169
1201,104,2512,1,4,25120104,104,7/23/2025,55,44.90563565,496.9952457,-967.475393,3419081.395,0.457740583,0.023185361,0.279235895,0.0153426,0.011546351,0.001816422,0.851627348,0.126358208,0.969796945,130
1202,108,2512,2,4,25120204,204,7/23/2025,55,56.94742879,655.9358713,-1396.896938,4645554.87,0.472787945,0.02238189,0.280939486,0.013645235,-0.003612547,0.001796132,0.877188191,0.107729068,0.989282199,178
1203,112,2512,3,4,25120304,304,7/23/2025,55,44.79726409,524.8898451,-661.6230508,5333774.724,0.440270235,0.027589084,0.271227494,0.016986252,0.00334182,0.002420973,0.844528178,0.131300334,0.986457175,144
1204,116,2512,4,4,25120404,404,7/23/2025,55,41.44108572,424.0330997,-632.2414627,3561066.049,0.393071847,0.023383006,0.219128807,0.014620371,-0.00896557,0.001499137,0.766035881,0.17922491,0.996937771,267
1205,120,2512,5,4,25120504,504,7/23/2025,55,54.85750178,307.1948344,-1716.977574,2429548.523,0.496233139,0.012507801,0.288435719,0.010286522,0.005357877,0.001805272,0.949724179,0.047748162,0.813694935,118
1206,124,2512,6,4,25120604,604,7/23/2025,55,56.02009721,480.2261812,-1508.301594,4387114.557,0.485051338,0.020296693,0.287814228,0.01392191,-0.004415526,0.002231676,0.915105674,0.077687279,0.85771313,147
1207,128,2512,7,4,25120704,704,7/23/2025,55,31.06379376,284.3431366,40.79639527,4413366.597,0.402632704,0.031494648,0.25667289,0.020940385,0.013997337,0.002746681,0.755284286,0.184829933,0.985144003,161
1208,132,2512,8,4,25120804,804,7/23/2025,55,39.64827153,458.7656159,-242.5012017,5769201.633,0.342647497,0.028671027,0.178952203,0.017629813,-0.023967848,0.002572553,0.705313746,0.207846266,0.987058438,331
1209,136,2512,9,4,25120904,904,7/23/2025,55,36.58612029,402.2092764,182.8786367,5550382.761,0.317191691,0.029046934,0.164614364,0.017566169,-0.028982964,0.002469946,0.612219826,0.237406711,0.999726582,376
1210,140,2512,10,4,25121004,1004,7/23/2025,55,36.99276213,347.1309393,-19.49216939,5611427.098,0.334757859,0.028806424,0.176257494,0.018033505,-0.024348325,0.002122362,0.710157594,0.205833786,0.986547576,384
1211,144,2512,11,4,25121104,1104,7/23/2025,55,43.86386848,646.3735324,-717.990611,6977555.286,0.322621404,0.031679859,0.140246538,0.016837617,-0.030046723,0.002095202,0.655998252,0.225664545,0.991560797,287
1212,148,2512,12,4,25121204,1204,7/23/2025,55,32.54196826,362.8646108,-224.6732728,4937351.21,0.364432832,0.040917561,0.202135905,0.026319441,0.007692668,0.00322556,0.71085193,0.205541464,0.952097991,170
1213,152,2512,13,4,25121304,1304,7/23/2025,55,47.25006826,454.8143158,-1316.611157,5355504.285,0.409254179,0.029442523,0.2104112,0.018843504,-0.003932548,0.002462574,0.828736825,0.1419321,0.957040007,210
1214,156,2512,14,4,25121404,1404,7/23/2025,55,32.60631211,335.1679322,-209.3142454,4621944.474,0.40740423,0.030889169,0.253531911,0.020748528,0.019939858,0.002696432,0.78218849,0.170369656,0.969271147,157
1215,160,2512,15,4,25121504,1504,7/23/2025,55,32.2762698,397.5764604,156.791857,6036062.25,0.342065337,0.032491743,0.19116096,0.020291806,-0.013250899,0.002511209,0.666002185,0.222443275,0.997940287,238
1216,164,2512,16,4,25121604,1604,7/23/2025,55,24.40567043,358.3318943,496.6496583,6729199.169,0.323841546,0.036361782,0.18632387,0.021272496,-0.007260955,0.002791202,0.6078501,0.238368356,0.989008585,149
1217,168,2512,17,4,25121704,1704,7/23/2025,55,32.64231305,349.2789184,-401.7250938,5032455.752,0.352266461,0.022091606,0.186322982,0.012804624,-0.016290775,0.001740771,0.710104568,0.205856071,0.992016332,278
1218,172,2512,18,4,25121804,1804,7/23/2025,55,35.80487805,348.8224414,-573.2068336,4189064.618,0.410711325,0.023656323,0.241393627,0.015253394,0.003221552,0.00171532,0.798841941,0.160693494,0.986985527,171
1219,176,2512,19,4,25121904,1904,7/23/2025,55,34.71020508,516.0679073,-17.34411632,6460859.764,0.337561666,0.034034091,0.180210388,0.018758026,-0.019745605,0.002250078,0.658592534,0.224848408,0.98155338,168
1220,180,2512,20,4,25122004,2004,7/23/2025,55,34.87610909,363.6135243,-41.53456536,5431757.443,0.348352077,0.026900546,0.191528064,0.017283442,-0.000852721,0.002036519,0.659586666,0.224532096,0.999963548,267
1221,184,2512,21,4,25122104,2104,7/23/2025,55,34.03599126,401.513123,383.7913605,4751391.789,0.299914001,0.030326113,0.151264947,0.019163059,-0.019569607,0.002370364,0.575177499,0.244348344,0.999252711,294
1222,188,2512,22,4,25122204,2204,7/23/2025,55,45.72237543,359.4581055,-578.1346129,5428725.773,0.399960526,0.0248839,0.226612928,0.016558547,-0.003832257,0.002418436,0.801583618,0.159047322,0.983869792,217
1223,192,2512,23,4,25122304,2304,7/23/2025,55,32.59502868,570.0107046,1232.703304,11450954.5,0.222361869,0.046718703,0.08280718,0.026698975,-0.055001116,0.003874927,0.445971046,0.247080872,0.868376442,276
1224,196,2512,24,4,25122404,2404,7/23/2025,55,40.23939162,435.1693587,-1025.026727,3095934.515,0.477443694,0.020834621,0.300703304,0.013619775,0.045114354,0.002306891,0.876030801,0.108600837,0.988626836,164
1225,101,2513,1,1,25130101,101,7/23/2025,55,42.18973617,338.3261841,-494.4626593,3245645.14,0.410727067,0.020419497,0.245902321,0.014656603,0.010435694,0.00209154,0.796607855,0.16202378,0.991014144,229
1226,102,2513,1,2,25130102,102,7/23/2025,55,51.52277568,282.4239856,-1322.575215,2210017.031,0.523352339,0.012739686,0.340924755,0.010130674,0.031786874,0.001822033,0.949341854,0.048091898,0.79146237,64
1227,103,2513,1,3,25130103,103,7/23/2025,55,57.92765295,401.5773371,-1645.523143,2412072.693,0.491381703,0.010196014,0.291507059,0.006987043,0.012164708,0.001217503,0.945316552,0.051693168,0.930248241,122
1228,104,2513,2,1,25130201,201,7/23/2025,55,59.92514815,511.363386,-1887.895928,3547567.403,0.49143177,0.0128266,0.283145498,0.009420565,-0.001270846,0.001744937,0.930555176,0.06462224,0.985036543,158
1229,105,2513,2,2,25130202,202,7/23/2025,55,64.50229458,463.1043981,-1951.225524,3384206.035,0.468150765,0.015653206,0.255499759,0.011072705,-0.009143948,0.001574924,0.895405376,0.093654589,0.874526101,152
1230,106,2513,2,3,25130203,203,7/23/2025,55,36.13484588,680.4477843,501.673148,8795624.589,0.259824928,0.046100204,0.104745361,0.02594459,-0.04369484,0.002716918,0.520299233,0.249587941,0.950930534,187
1231,107,2513,3,1,25130301,301,7/23/2025,55,42.97449899,383.4094955,-1050.203893,3397954.755,0.37104838,0.022176797,0.177531009,0.01383505,0.005606202,0.001486206,0.736990116,0.193835685,1,298
1232,108,2513,3,2,25130302,302,7/23/2025,55,55.44035945,495.3463856,-1604.438726,4530333.855,0.383637729,0.02223049,0.173679203,0.013073598,-0.010570612,0.00159849,0.760044795,0.182376704,0.981225621,250
1233,109,2513,3,3,25130303,303,7/23/2025,55,34.39601365,602.9376169,405.4417854,8808263.762,0.259794287,0.043691725,0.102556534,0.024756223,-0.036750956,0.0027563,0.52756314,0.249240273,0.951825456,185
1234,110,2513,4,1,25130401,401,7/23/2025,55,48.08169899,431.2361278,-599.9309748,4746709.289,0.415314499,0.022847994,0.245035722,0.013530671,-0.004284108,0.002463336,0.828434854,0.142130547,0.980533328,246
1235,111,2513,4,2,25130402,402,7/23/2025,55,50.35128198,468.2023252,-849.3318189,4479955.39,0.422408677,0.024885085,0.242779597,0.014777133,-0.007652168,0.002277555,0.835485897,0.137449213,0.976431345,198
1236,112,2513,4,3,25130403,403,7/23/2025,55,44.53117234,820.7903866,-58.90060871,6866674.757,0.255568513,0.03740735,0.082972324,0.019877762,-0.057703591,0.002089986,0.528304978,0.249198828,0.931378267,148
1237,113,2513,5,1,25130501,501,7/23/2025,55,55.45020203,481.786889,-1141.283313,3605284.712,0.464051843,0.01718786,0.279545345,0.010669581,0.001582822,0.00157135,0.88921044,0.098515233,0.982357015,200
1238,114,2513,5,2,25130502,502,7/23/2025,55,50.28797313,495.3425726,-788.3299637,3638664.231,0.444691341,0.022232081,0.270937009,0.013016362,0.004258562,0.001584036,0.844229614,0.131505973,0.976941725,156
1239,115,2513,5,3,25130503,503,7/23/2025,55,42.34583038,415.0863704,-754.9797828,3633785.79,0.423300029,0.028111374,0.247463603,0.017737007,0.005643855,0.002271483,0.822592977,0.145933771,0.94544394,103
1240,116,2513,6,1,25130601,601,7/23/2025,55,49.13079213,423.5563855,-797.0648169,5216500.778,0.426231268,0.030300481,0.249995557,0.020231372,-0.000868899,0.002621376,0.836250444,0.136935639,0.961867265,214
1241,117,2513,6,2,25130602,602,7/23/2025,55,52.738157,509.9413768,-1175.160322,3918982.124,0.450734162,0.020345341,0.265502161,0.011930999,0.000611484,0.001610706,0.868914676,0.113901962,0.992672524,174
1242,118,2513,6,3,25130603,603,7/23/2025,55,42.19745971,305.9023645,-723.675275,3544064.133,0.44731677,0.023619285,0.276417073,0.016529448,0.017085376,0.00237795,0.859300738,0.12090298,0.947303184,150
1243,119,2513,7,1,25130701,701,7/23/2025,55,37.40763601,369.1872849,-120.8197182,4751466.211,0.398191286,0.030498684,0.246189799,0.019631678,0.008573137,0.002521865,0.763600612,0.180514717,0.997211134,187
1244,120,2513,7,2,25130702,702,7/23/2025,55,46.42643807,495.0810843,-678.1652847,4859352.941,0.410120381,0.024487488,0.239785201,0.015121023,-0.009382928,0.002090058,0.807966365,0.155156718,0.994659716,166
1245,121,2513,7,3,25130703,703,7/23/2025,55,44.67102569,432.8096825,-564.675361,4043965.441,0.392576497,0.024672286,0.221134069,0.01469226,-0.011630484,0.001854237,0.772912173,0.175518946,0.984872234,195
1246,122,2513,8,1,25130801,801,7/23/2025,55,49.97119611,483.1072873,-541.3977064,6154529.326,0.391512377,0.030756739,0.219230558,0.018665819,-0.022317497,0.002258957,0.792830426,0.164250342,0.992927838,290
1247,123,2513,8,2,25130802,802,7/23/2025,55,49.8387458,503.8096292,-310.2740286,5726297.513,0.372705507,0.028312644,0.206327187,0.015814271,-0.030969885,0.001893117,0.736541666,0.19404804,0.988608402,248
1248,124,2513,8,3,25130803,803,7/23/2025,55,52.74768575,433.054603,-902.8768305,4134596.359,0.431754494,0.026542285,0.252084871,0.017645045,-0.009619506,0.002334589,0.852843997,0.125501114,0.951404459,142
1249,125,2513,9,1,25130901,901,7/23/2025,55,59.15171133,502.508984,-981.4236942,5726720.419,0.396524289,0.022864002,0.209175421,0.012656162,-0.03898956,0.001338038,0.792646617,0.164357958,0.99733902,286
1250,126,2513,9,2,25130902,902,7/23/2025,55,50.51395336,524.8495541,-516.3040087,4237300.729,0.417792961,0.023911851,0.250697534,0.013484319,-0.023676505,0.001413994,0.804379881,0.157352888,0.986002515,172
1251,127,2513,9,3,25130903,903,7/23/2025,55,37.67337356,330.8852614,-327.4129628,3310056.283,0.41158563,0.02427361,0.252785855,0.015589586,0.009820344,0.002208868,0.791258293,0.165168607,0.980860721,126
1252,128,2513,10,1,25131001,1001,7/23/2025,55,52.95612766,476.5488137,-769.2593188,5656296.191,0.410775347,0.031409329,0.23117918,0.01912667,-0.028640757,0.002809691,0.808293975,0.154954825,0.988809099,263
1253,129,2513,10,2,25131002,1002,7/23/2025,55,38.91615229,592.7192491,403.97112,9008702.704,0.272844945,0.039257305,0.117139441,0.021123582,-0.052649285,0.00291267,0.572076255,0.244805013,0.976014727,289
1254,130,2513,10,3,25131003,1003,7/23/2025,55,44.70852679,474.8366034,-641.1077947,5775424.685,0.409588025,0.034788742,0.235192575,0.02202452,-0.008412735,0.002714084,0.816135904,0.15005809,0.943238366,118
1255,131,2513,11,1,25131101,1101,7/23/2025,55,55.2002075,393.1996308,-1379.498446,4292963.4,0.451471883,0.025242664,0.256158168,0.017705716,-0.001936979,0.001940305,0.866246212,0.115863712,0.975522181,177
1256,132,2513,11,2,25131102,1102,7/23/2025,55,47.19214069,398.2098937,-1110.808357,3716950.039,0.464599321,0.023694937,0.28057733,0.015416323,0.0158109,0.001905891,0.869220896,0.11367593,0.934842437,127
1257,133,2513,11,3,25131103,1103,7/23/2025,55,54.0397957,428.0078941,-1410.119754,3584838.063,0.434904229,0.021471301,0.235114875,0.01392573,-0.006509267,0.001665476,0.842974981,0.132368162,0.982993693,160
1258,134,2513,12,1,25131201,1201,7/23/2025,55,52.92994292,630.0791878,-1678.905859,5474505.094,0.416994675,0.040274993,0.199064686,0.024024743,-0.01010371,0.002371433,0.803840166,0.157681153,0.952314984,173
1259,135,2513,12,2,25131202,1202,7/23/2025,55,49.5230786,596.3218987,-1253.479205,5343846.448,0.355038851,0.037504951,0.149521619,0.021485579,-0.023638821,0.002105812,0.728000218,0.1980159,0.970707789,210
1260,136,2513,12,3,25131203,1203,7/23/2025,55,48.91748355,496.096241,-1180.228676,4570225.673,0.412009047,0.035782963,0.21387461,0.022329707,-0.001175807,0.002438452,0.817109467,0.149441586,0.905970911,153
1261,137,2513,13,1,25131301,1301,7/23/2025,55,56.13881229,571.5253591,-1296.555266,5641661.981,0.441925993,0.031549032,0.247243542,0.019656776,-0.013917855,0.002221818,0.859795222,0.120547398,0.931261393,192
1262,138,2513,13,2,25131302,1302,7/23/2025,55,36.163618,374.1976203,257.2973078,5057537.186,0.301976669,0.031862272,0.149068237,0.019486147,-0.026200209,0.002327581,0.600496888,0.239900376,0.993620124,344
1263,139,2513,13,3,25131303,1303,7/23/2025,55,41.63623208,526.6220483,-790.7945388,4697500.815,0.393714934,0.029251476,0.216405025,0.017302789,-0.001605327,0.002105764,0.758006826,0.183432478,0.955614291,96
1264,140,2513,14,1,25131401,1401,7/23/2025,55,43.32040638,410.0185982,-297.3905889,5376368.089,0.393901085,0.032716194,0.229907654,0.02232348,-0.000205045,0.003061793,0.786322919,0.168019186,0.97741565,237
1265,141,2513,14,2,25131402,1402,7/23/2025,55,48.83443474,453.9910207,-772.2402185,3960724.303,0.394267899,0.021250051,0.216335461,0.013050865,-0.01619834,0.002005458,0.795221191,0.162844449,0.984725868,239
1266,142,2513,14,3,25131403,1403,7/23/2025,55,43.60911847,523.812273,-784.1494139,4398957.351,0.429462388,0.025831552,0.256913535,0.015149817,0.006535853,0.001895526,0.808916327,0.154570703,0.946628753,109
1267,143,2513,15,1,25131501,1501,7/23/2025,55,36.74632694,454.2707584,-275.2496371,8054933.588,0.327581818,0.030453692,0.15861061,0.018711691,-0.032819678,0.001999542,0.654678027,0.226074708,0.992144354,315
1268,144,2513,15,2,25131502,1502,7/23/2025,55,17.95986019,370.2441427,2107.684338,10206707.22,0.123609384,0.037800715,8.56E-05,0.02145257,-0.0809763,0.002242986,0.24717383,0.186078928,0.860822018,150
1269,145,2513,15,3,25131503,1503,7/23/2025,55,27.02021416,326.771827,438.7719675,5451900.941,0.316322113,0.033530294,0.172141028,0.020766094,-0.022346207,0.002355308,0.619400131,0.235743609,0.971382221,161
1270,146,2513,16,1,25131601,1601,7/23/2025,55,30.72379054,470.6737083,178.4382165,6090497.865,0.326975912,0.034743206,0.17443974,0.020845699,-0.021520545,0.002091209,0.610571148,0.237774021,0.987952686,204
1271,147,2513,16,2,25131602,1602,7/23/2025,55,26.31789382,639.8084913,1247.151546,7594854.092,0.18678417,0.032796809,0.047380922,0.015993249,-0.072928967,0.001219691,0.334962858,0.222762742,0.936949746,96
1272,148,2513,16,3,25131603,1603,7/23/2025,55,23.1759277,241.8548862,483.7582123,4646748.015,0.326902217,0.029491147,0.186959306,0.017970928,-0.008574185,0.002270392,0.624143298,0.234588442,0.990850602,184
1273,149,2513,17,1,25131701,1701,7/23/2025,55,30.05636572,567.3781654,248.2725327,9663028.221,0.251769909,0.031704598,0.093691638,0.016380286,-0.053338877,0.002071545,0.461630892,0.248527812,0.99967191,261
1274,150,2513,17,2,25131702,1702,7/23/2025,55,28.4815806,492.1784409,513.4409343,7470912.209,0.273448325,0.035180028,0.124107611,0.019130175,-0.044470478,0.002109409,0.509653459,0.249906811,0.992708979,162
1275,151,2513,17,3,25131703,1703,7/23/2025,55,31.1882067,484.9084522,68.80515085,5224357.315,0.319215589,0.029071858,0.163333445,0.015562583,-0.026860919,0.001744931,0.607117496,0.238525842,0.992545474,168
1276,152,2513,18,1,25131801,1801,7/23/2025,55,29.56311793,480.3534067,251.9111323,6472912.475,0.275433856,0.029839594,0.11976318,0.015268973,-0.044650015,0.001388339,0.51633255,0.249733248,0.998724071,220
1277,153,2513,18,2,25131802,1802,7/23/2025,55,29.58762971,423.8536263,55.23211386,6000986.221,0.32323274,0.031704548,0.16679456,0.01778754,-0.026864939,0.001801328,0.603932277,0.239198082,0.967756047,134
1278,154,2513,18,3,25131803,1803,7/23/2025,55,23.17856168,546.5092068,1231.212374,7977073.934,0.176111567,0.032622108,0.034682647,0.016402675,-0.072263407,0.00131727,0.30117949,0.210470405,0.905313041,109
1279,155,2513,19,1,25131901,1901,7/23/2025,55,39.35083982,586.5449983,-356.1077535,5932410.812,0.3745552,0.035204952,0.207559763,0.019995308,-0.015101347,0.001796256,0.708753243,0.206422083,0.998268382,161
1280,156,2513,19,2,25131902,1902,7/23/2025,55,22.20367488,285.5505661,862.507456,4842000.224,0.286141734,0.036235477,0.151033402,0.022493664,-0.01808318,0.002376051,0.540803233,0.248335096,0.931575014,130
1281,157,2513,19,3,25131903,1903,7/23/2025,55,35.76608938,481.8952694,-261.0564303,4423065.514,0.368591986,0.02758479,0.206651739,0.015392161,-0.011589305,0.001819183,0.707577579,0.206911549,0.965804488,144
1282,158,2513,20,1,25132001,2001,7/23/2025,55,35.66605685,321.9085786,-142.5269635,5160227.019,0.373960739,0.024537221,0.21555405,0.0149327,-0.006855245,0.001903593,0.725800726,0.199014032,0.999343844,276
1283,159,2513,20,2,25132002,2002,7/23/2025,55,40.58106706,399.7708965,-325.6161753,4805083.101,0.376042511,0.027509675,0.209258587,0.016567939,-0.005835192,0.002046769,0.743392311,0.190760183,0.990850602,181
1284,160,2513,20,3,25132003,2003,7/23/2025,55,41.19598525,498.3307827,-458.4128741,4891207.93,0.375422751,0.025861816,0.204558336,0.014591026,-0.007440681,0.00166816,0.726013929,0.198917704,0.992417062,170
1285,161,2513,21,1,25132101,2101,7/23/2025,55,41.3043692,366.1016794,-628.2356421,3548259.522,0.407914579,0.021308578,0.2365035,0.013268992,0.006947224,0.001908623,0.795685418,0.162570134,0.995844042,211
